ticker,dealAnnounceDate,dealMethod,dealAction,dealQuantity,dealPrice,dealRatio,datime
CCM,2019-05-23,Cổ đông lớn,Mua,529296.0,22400.0,0.491,2312091722
CCM,2018-11-05,Cổ đông sáng lập,Mua,600000.0,25500.0,0.31,2312091722
CCM,2018-10-24,Cổ đông nội bộ,Bán,-33131.0,17100.0,0.953,2312091722
CCM,2017-06-13,Cổ đông lớn,Bán,-197400.0,21154.0,0.579,2312091722
CCM,2017-06-13,Cổ đông lớn,Mua,869300.0,21154.0,0.579,2312091722
CCM,2017-06-13,Cổ đông nội bộ,Bán,-427300.0,21154.0,0.579,2312091722
CCM,2013-08-23,Cổ đông nội bộ,Bán,-100000.0,,,2312091722
CCM,2013-06-24,Cổ đông lớn,Mua,32600.0,,,2312091722
CCM,2013-06-24,Cổ đông lớn,Bán,-39200.0,,,2312091722
CCM,2012-07-30,Cổ đông lớn,Bán,0.0,,,2312091722
CCM,2012-07-30,Cổ đông lớn,Mua,20700.0,,,2312091722
CCM,2012-06-26,Cổ đông lớn,Mua,11500.0,,,2312091722
CCM,2012-05-23,Cổ đông lớn,Mua,66900.0,,,2312091722
CCM,2012-05-23,Cổ đông lớn,Bán,-4300.0,,,2312091722
CCM,2012-04-24,Cổ đông lớn,Mua,444300.0,,,2312091722
CCM,2010-08-09,Cổ đông lớn,Bán,-275000.0,,,2312091722
CCM,2010-06-22,Cổ đông nội bộ,Bán,-56700.0,,,2312091722
CCM,2010-06-04,Cổ đông nội bộ,Mua,0.0,,,2312091722
CCM,2010-05-18,Cổ đông nội bộ,Bán,-2000.0,,,2312091722
CCM,2010-05-04,Cổ đông lớn,Bán,-210000.0,,,2312091722
CCR,2021-09-08,Cổ đông nội bộ,Bán,-6500.0,23800.0,-0.534,2312091722
CCR,2021-09-08,Cổ đông nội bộ,Bán,-3100.0,23800.0,-0.534,2312091722
CCR,2021-09-08,Cổ đông sáng lập,Bán,-2300.0,23800.0,-0.534,2312091722
CCR,2021-09-08,Cổ đông sáng lập,Bán,-1400.0,23800.0,-0.534,2312091722
CCR,2021-08-25,Cổ đông nội bộ,Bán,-16200.0,23000.0,-0.517,2312091722
CCR,2021-08-19,Cổ đông lớn,Bán,0.0,24800.0,-0.552,2312091722
CDH,2020-11-02,Cổ đông nội bộ,Mua,2228.0,2600.0,-0.192,2312091722
CDH,2020-05-13,Cổ đông nội bộ,Mua,5313.0,1800.0,0.167,2312091722
CDH,2019-10-21,Cổ đông nội bộ,Mua,7069.0,1300.0,0.615,2312091722
CDH,2019-04-19,Cổ đông nội bộ,Mua,1000.0,2100.0,0.0,2312091722
CDJC,2022-11-11,Cổ đông sáng lập,Mua,6597.0,,,2312091722
CDJC,2022-09-13,Cổ đông sáng lập,Mua,707.0,,,2312091722
CDJC,2022-09-13,Cổ đông nội bộ,Mua,4502.0,,,2312091722
CDJC,2020-11-02,Cổ đông nội bộ,Mua,6347.0,,,2312091722
CDJC,2020-09-28,Cổ đông nội bộ,Mua,5329.0,,,2312091722
CDJC,2020-04-27,Cổ đông lớn,Mua,55000.0,,,2312091722
CDJC,2019-12-03,Cổ đông nội bộ,Bán,-55000.0,,,2312091722
CDJC,2019-12-02,Cổ đông nội bộ,Bán,-20000.0,,,2312091722
CDJC,2019-10-22,Cổ đông nội bộ,Bán,-50000.0,,,2312091722
CDJC,2019-10-22,Cổ đông nội bộ,Mua,20000.0,,,2312091722
CDJC,2019-10-14,Cổ đông nội bộ,Bán,0.0,,,2312091722
CDJC,2019-10-09,Cổ đông nội bộ,Mua,1722.0,,,2312091722
CDJC,2019-04-11,Cổ đông nội bộ,Bán,-30000.0,,,2312091722
CDJC,2019-04-08,Cổ đông nội bộ,Mua,30000.0,,,2312091722
CDJC,2018-11-05,Cổ đông nội bộ,Mua,1015.0,,,2312091722
CDJC,2018-10-30,Cổ đông nội bộ,Mua,506.0,,,2312091722
CDJC,2018-10-30,Cổ đông nội bộ,Mua,251.0,,,2312091722
CDJC,2018-10-29,Cổ đông nội bộ,Mua,1990.0,,,2312091722
CDJC,2018-09-18,Cổ đông nội bộ,Mua,2053.0,,,2312091722
CDJC,2018-08-13,Cổ đông nội bộ,Mua,18225.0,,,2312091722
CDC,2023-07-21,Cổ đông lớn,Bán,-1321400.0,18100.0,0.108,2312091722
CDC,2023-05-17,Cổ đông lớn,Bán,-722600.0,18900.0,0.061,2312091722
CDC,2022-05-05,Cổ đông nội bộ,Bán,0.0,16700.0,0.201,2312091722
CDC,2022-05-04,Cổ đông lớn,Bán,0.0,16950.0,0.183,2312091722
CDC,2022-04-15,Cổ đông nội bộ,Bán,-949000.0,16800.0,0.193,2312091722
CDC,2022-03-25,Cổ đông lớn,Mua,1162000.0,16550.0,0.211,2312091722
CDC,2021-10-25,Cổ đông sáng lập,Bán,-612879.0,15500.0,0.294,2312091722
CDC,2021-07-20,Cổ đông nội bộ,Bán,-150000.0,13900.0,0.442,2312091722
CDC,2021-07-19,Cổ đông nội bộ,Bán,-228500.0,14000.0,0.432,2312091722
CDC,2021-07-06,Cổ đông lớn,Bán,-1680000.0,13700.0,0.464,2312091722
CDC,2021-04-23,Cổ đông nội bộ,Bán,-348109.0,15500.0,0.294,2312091722
CDC,2021-04-23,Cổ đông sáng lập,Bán,-24360.0,15500.0,0.294,2312091722
CDC,2021-03-16,Cổ đông nội bộ,Bán,0.0,16100.0,0.245,2312091722
CDC,2021-03-16,Cổ đông sáng lập,Bán,0.0,16100.0,0.245,2312091722
CDC,2021-02-02,Cổ đông sáng lập,Bán,-60900.0,15800.0,0.269,2312091722
CDC,2021-02-02,Cổ đông nội bộ,Bán,-870273.0,15800.0,0.269,2312091722
CDC,2020-12-30,Cổ đông lớn,Mua,1200000.0,18400.0,0.09,2312091722
CDC,2020-12-25,Cổ đông sáng lập,Bán,-985006.0,20050.0,0.0,2312091722
CDC,2020-12-25,Cổ đông sáng lập,Bán,-722170.0,20050.0,0.0,2312091722
CDC,2020-12-25,Cổ đông sáng lập,Bán,-500000.0,20050.0,0.0,2312091722
VCCEC,2022-11-08,Cổ đông lớn,Mua,30000.0,,,2312091722
VCCEC,2022-01-17,Cổ đông nội bộ,Bán,-30000.0,,,2312091722
VCCEC,2021-11-29,Cổ đông nội bộ,Mua,0.0,,,2312091722
VCCEC,2021-04-26,Cổ đông nội bộ,Mua,48070.0,,,2312091722
VCCEC,2021-01-04,Cổ đông nội bộ,Mua,2432.0,,,2312091722
VCCEC,2018-12-26,Cổ đông nội bộ,Bán,-27300.0,,,2312091722
VCCEC,2018-07-09,Cổ đông nội bộ,Mua,15598.0,,,2312091722
VCCEC,2018-05-31,Cổ đông nội bộ,Mua,0.0,,,2312091722
VCCEC,2018-05-02,Cổ đông nội bộ,Mua,0.0,,,2312091722
VCCEC,2018-03-28,Cổ đông nội bộ,Mua,9342.0,,,2312091722
VCCEC,2018-03-22,Cổ đông nội bộ,Mua,4607.0,,,2312091722
VCCEC,2018-02-27,Cổ đông nội bộ,Mua,0.0,,,2312091722
VCCEC,2018-01-16,Cổ đông nội bộ,Mua,28499.0,,,2312091722
VCCEC,2018-01-10,Cổ đông sáng lập,Bán,-14469.0,,,2312091722
CODUPHA,2023-06-26,Cổ đông lớn,Bán,-756950.0,,,2312091722
CODUPHA,2023-02-06,Cổ đông lớn,Bán,0.0,,,2312091722
CODUPHA,2021-09-24,Cổ đông sáng lập,Bán,-200000.0,,,2312091722
CODUPHA,2021-09-24,Cổ đông sáng lập,Bán,-50000.0,,,2312091722
CODUPHA,2021-09-22,Cổ đông nội bộ,Bán,-80900.0,,,2312091722
CODUPHA,2021-08-18,Cổ đông sáng lập,Bán,0.0,,,2312091722
CODUPHA,2021-08-13,Cổ đông nội bộ,Bán,0.0,,,2312091722
CODUPHA,2021-07-06,Cổ đông nội bộ,Bán,-21000.0,,,2312091722
CODUPHA,2021-07-06,Cổ đông sáng lập,Bán,0.0,,,2312091722
CODUPHA,2018-08-17,Cổ đông nội bộ,Bán,0.0,,,2312091722
CODUPHA,2018-08-17,Cổ đông nội bộ,Bán,0.0,,,2312091722
CEO,2023-08-31,Cổ đông nội bộ,Mua,9800.0,26100.0,-0.103,2312091722
CEO,2023-08-31,Cổ đông nội bộ,Mua,49034.0,26100.0,-0.103,2312091722
CEO,2023-08-31,Cổ đông nội bộ,Mua,77420.0,26100.0,-0.103,2312091722
CEO,2023-08-31,Cổ đông nội bộ,Mua,1051050.0,26100.0,-0.103,2312091722
CEO,2023-08-31,Cổ đông nội bộ,Mua,26590000.0,26100.0,-0.103,2312091722
CEO,2022-07-12,Cổ đông sáng lập,Bán,-18300.0,22431.0,0.043,2312091722
CEO,2022-02-28,Cổ đông sáng lập,Bán,-2697770.0,49124.0,-0.524,2312091722
CEO,2022-01-19,Cổ đông nội bộ,Bán,-28350.0,38806.0,-0.397,2312091722
CEO,2022-01-13,Cổ đông nội bộ,Bán,-8750.0,55554.0,-0.579,2312091722
CEO,2022-01-13,Cổ đông nội bộ,Bán,-8000.0,55554.0,-0.579,2312091722
CEO,2022-01-07,Cổ đông lớn,Bán,-3000000.0,69162.0,-0.662,2312091722
CEO,2022-01-06,Cổ đông lớn,Bán,-4000000.0,64601.0,-0.638,2312091722
CEO,2022-01-05,Cổ đông nội bộ,Bán,-150000.0,64003.0,-0.634,2312091722
CEO,2021-12-31,Cổ đông lớn,Bán,-5000000.0,53012.0,-0.559,2312091722
CEO,2021-12-30,Cổ đông lớn,Bán,-3000000.0,52862.0,-0.557,2312091722
CEO,2021-12-28,Cổ đông lớn,Bán,-3565000.0,52414.0,-0.554,2312091722
CEO,2021-12-28,Cổ đông lớn,Bán,-2307300.0,52414.0,-0.554,2312091722
CEO,2021-12-07,Cổ đông lớn,Bán,-3968500.0,31329.0,-0.253,2312091722
CEO,2021-11-25,Cổ đông nội bộ,Bán,-100000.0,28936.0,-0.191,2312091722
CEO,2021-04-15,Cổ đông lớn,Bán,-2000000.0,12100.0,0.934,2312091722
CIE1,2023-12-05,Cổ đông sáng lập,Bán,-72552.0,,,2312091722
CIE1,2023-11-28,Cổ đông sáng lập,Mua,0.0,,,2312091722
CIE1,2022-02-07,Cổ đông nội bộ,Bán,-114904.0,,,2312091722
CIE1,2021-06-30,Cổ đông nội bộ,Mua,23908.0,,,2312091722
CIE1,2021-04-22,Cổ đông nội bộ,Mua,474.0,,,2312091722
CIE1,2021-04-09,Cổ đông nội bộ,Mua,14355.0,,,2312091722
CIE1,2021-04-06,Cổ đông nội bộ,Mua,5000.0,,,2312091722
CIE1,2017-12-19,Cổ đông nội bộ,Mua,0.0,,,2312091722
CIEG,2023-12-05,Cổ đông sáng lập,Bán,-53005.0,,,2312091722
CIEG,2023-11-28,Cổ đông sáng lập,Mua,0.0,,,2312091722
CIEG,2023-11-28,Cổ đông sáng lập,Bán,0.0,,,2312091722
CIEG,2023-11-28,Cổ đông nội bộ,Mua,0.0,,,2312091722
CIEG,2023-11-28,Cổ đông nội bộ,Mua,59109.0,,,2312091722
CIEG,2022-12-30,Cổ đông nội bộ,Mua,9401.0,,,2312091722
CIEG,2022-12-27,Cổ đông nội bộ,Mua,22820.0,,,2312091722
CIEG,2022-12-16,Cổ đông nội bộ,Mua,1633.0,,,2312091722
CIEG,2022-11-30,Cổ đông nội bộ,Mua,1884.0,,,2312091722
CIEG,2022-03-18,Cổ đông sáng lập,Bán,-98700.0,,,2312091722
CIEG,2022-03-18,Cổ đông sáng lập,Mua,98700.0,,,2312091722
CIEG,2022-02-22,Cổ đông sáng lập,Mua,0.0,,,2312091722
CIEG,2022-02-22,Cổ đông sáng lập,Bán,0.0,,,2312091722
CIEG,2021-10-18,Cổ đông lớn,Mua,163500.0,,,2312091722
CIEG,2021-07-06,Cổ đông nội bộ,Mua,17574.0,,,2312091722
CIEG,2021-04-22,Cổ đông nội bộ,Mua,880.0,,,2312091722
CIEG,2021-04-09,Cổ đông nội bộ,Mua,17571.0,,,2312091722
CIEG,2021-04-06,Cổ đông nội bộ,Mua,5000.0,,,2312091722
CIEG,2018-12-05,Cổ đông nội bộ,Bán,-5541.0,,,2312091722
CIEG,2018-12-05,Cổ đông nội bộ,Bán,-7500.0,,,2312091722
DNPORT,2021-07-19,Cổ đông nội bộ,Bán,0.0,,,2312091722
DNPORT,2021-07-13,Cổ đông nội bộ,Bán,-16700.0,,,2312091722
DNPORT,2021-06-01,Cổ đông nội bộ,Bán,-300.0,,,2312091722
DNPORT,2019-03-27,Cổ đông lớn,Bán,-5700000.0,,,2312091722
DNPORT,2019-03-27,Cổ đông lớn,Bán,-5850000.0,,,2312091722
DNPORT,2019-03-27,Cổ đông lớn,Mua,19830000.0,,,2312091722
CDO,2017-04-18,Cổ đông sáng lập,Mua,18000.0,3340.0,-0.731,2312091722
CDO,2017-03-29,Cổ đông nội bộ,Mua,65000.0,4300.0,-0.791,2312091722
CDO,2017-03-15,Cổ đông sáng lập,Mua,0.0,4400.0,-0.795,2312091722
CDO,2017-02-07,Cổ đông sáng lập,Mua,15000.0,4610.0,-0.805,2312091722
CDO,2017-02-07,Cổ đông sáng lập,Bán,0.0,4610.0,-0.805,2312091722
CDO,2016-12-27,Cổ đông nội bộ,Mua,0.0,11200.0,-0.92,2312091722
CDO,2016-12-23,Cổ đông sáng lập,Mua,0.0,12900.0,-0.93,2312091722
CDO,2016-12-02,Cổ đông nội bộ,Mua,160000.0,35550.0,-0.975,2312091722
CDO,2016-11-28,Cổ đông sáng lập,Bán,-256000.0,33600.0,-0.973,2312091722
CDO,2016-11-28,Cổ đông nội bộ,Bán,0.0,33600.0,-0.973,2312091722
CDO,2016-11-23,Cổ đông nội bộ,Bán,0.0,33650.0,-0.973,2312091722
CDO,2016-11-22,Cổ đông nội bộ,Bán,-60000.0,33700.0,-0.973,2312091722
CDO,2016-11-22,Cổ đông nội bộ,Bán,-35000.0,33700.0,-0.973,2312091722
CDO,2016-11-22,Cổ đông lớn,Bán,-77340.0,33700.0,-0.973,2312091722
CDO,2016-11-15,Cổ đông nội bộ,Bán,0.0,33750.0,-0.973,2312091722
CDO,2016-11-10,Cổ đông nội bộ,Bán,-278500.0,33600.0,-0.973,2312091722
CDO,2016-11-09,Cổ đông lớn,Bán,-20000.0,33600.0,-0.973,2312091722
CDO,2016-11-02,Cổ đông nội bộ,Mua,0.0,33600.0,-0.973,2312091722
CDO,2016-10-31,Cổ đông lớn,Bán,-202810.0,33600.0,-0.973,2312091722
CDO,2016-10-31,Cổ đông lớn,Bán,-199430.0,33600.0,-0.973,2312091722
CEN,2023-10-09,Cổ đông lớn,Bán,-697500.0,6200.0,-0.032,2312091722
CEN,2023-10-09,Cổ đông lớn,Bán,-323800.0,6200.0,-0.032,2312091722
CEN,2023-10-02,Cổ đông lớn,Mua,1127200.0,7600.0,-0.211,2312091722
CEN,2023-10-02,Cổ đông lớn,Bán,-294300.0,7600.0,-0.211,2312091722
CEN,2023-10-02,Cổ đông nội bộ,Bán,-2000000.0,7600.0,-0.211,2312091722
CEN,2023-09-26,Cổ đông nội bộ,Bán,-2137073.0,8800.0,-0.318,2312091722
CEN,2023-09-26,Cổ đông lớn,Mua,886300.0,8800.0,-0.318,2312091722
CEN,2023-09-13,Cổ đông lớn,Mua,1140100.0,7100.0,-0.155,2312091722
CEN,2023-09-13,Cổ đông nội bộ,Bán,-2100000.0,7100.0,-0.155,2312091722
CEN,2022-09-16,Cổ đông nội bộ,Bán,-2700000.0,9900.0,-0.394,2312091722
CEN,2022-08-04,Cổ đông nội bộ,Mua,2137073.0,10300.0,-0.417,2312091722
CEN,2022-08-04,Cổ đông nội bộ,Mua,2000000.0,10300.0,-0.417,2312091722
CEN,2022-08-04,Cổ đông nội bộ,Mua,2100000.0,10300.0,-0.417,2312091722
CEN,2022-06-20,Cổ đông lớn,Bán,-20000.0,11000.0,-0.455,2312091722
CEN,2022-06-09,Cổ đông lớn,Mua,580000.0,11200.0,-0.464,2312091722
CEN,2021-12-20,Cổ đông lớn,Bán,-673700.0,16400.0,-0.634,2312091722
CEN,2021-12-20,Cổ đông nội bộ,Bán,-2545000.0,16400.0,-0.634,2312091722
CEN,2021-12-20,Cổ đông nội bộ,Bán,-900000.0,16400.0,-0.634,2312091722
CEN,2021-12-16,Cổ đông lớn,Mua,651500.0,17100.0,-0.649,2312091722
CEN,2021-12-07,Cổ đông lớn,Bán,-1200000.0,16600.0,-0.639,2312091722
DORUC,2021-12-07,Cổ đông nội bộ,Bán,-39500.0,,,2312091722
DORUC,2019-11-05,Cổ đông nội bộ,Mua,5000.0,,,2312091722
DORUC,2019-09-24,Cổ đông nội bộ,Mua,2900.0,,,2312091722
DORUC,2019-08-21,Cổ đông nội bộ,Mua,5000.0,,,2312091722
DORUC,2019-08-01,Cổ đông nội bộ,Mua,0.0,,,2312091722
DORUC,2018-11-13,Cổ đông nội bộ,Mua,50500.0,,,2312091722
TECHVINA,2023-07-11,Cổ đông lớn,Bán,-1300000.0,,,2312091722
TECHVINA,2023-07-06,Cổ đông lớn,Mua,1300000.0,,,2312091722
TECHVINA,2023-06-12,Cổ đông lớn,Bán,-457865.0,,,2312091722
TECHVINA,2023-06-08,Cổ đông lớn,Bán,-1230000.0,,,2312091722
TECHVINA,2023-06-08,Cổ đông lớn,Bán,-542135.0,,,2312091722
TECHVINA,2023-06-08,Cổ đông lớn,Bán,-70000.0,,,2312091722
TECHVINA,2023-06-07,Cổ đông lớn,Mua,1000000.0,,,2312091722
TECHVINA,2023-06-06,Cổ đông lớn,Mua,1300000.0,,,2312091722
TECHVINA,2023-05-23,Cổ đông lớn,Mua,696000.0,,,2312091722
TECHVINA,2023-05-23,Cổ đông lớn,Bán,-696000.0,,,2312091722
TECHVINA,2022-04-19,Cổ đông lớn,Bán,-230000.0,,,2312091722
TECHVINA,2022-04-18,Cổ đông lớn,Mua,230000.0,,,2312091722
TECHVINA,2022-01-20,Cổ đông lớn,Mua,500000.0,,,2312091722
TECHVINA,2022-01-17,Cổ đông nội bộ,Bán,-500000.0,,,2312091722
TECHVINA,2021-12-28,Cổ đông nội bộ,Bán,0.0,,,2312091722
TECHVINA,2021-12-21,Cổ đông lớn,Bán,-673130.0,,,2312091722
TECHVINA,2021-12-07,Cổ đông lớn,Mua,192670.0,,,2312091722
TECHVINA,2021-12-07,Cổ đông lớn,Mua,503330.0,,,2312091722
TECHVINA,2021-12-07,Cổ đông lớn,Mua,1000000.0,,,2312091722
TECHVINA,2021-12-07,Cổ đông lớn,Bán,-881895.0,,,2312091722
CFM,2023-08-08,Cổ đông nội bộ,Bán,-1019000.0,9200.0,0.065,2312091722
CFM,2023-08-02,Cổ đông lớn,Mua,1020000.0,9200.0,0.065,2312091722
CFM,2022-04-29,Cổ đông nội bộ,Mua,10000.0,10000.0,-0.02,2312091722
CFM,2021-08-18,Cổ đông nội bộ,Mua,20000.0,8000.0,0.225,2312091722
CFM,2021-07-23,Cổ đông nội bộ,Mua,40000.0,8500.0,0.153,2312091722
CH5,2021-05-14,Cổ đông nội bộ,Mua,10966.0,12400.0,0.089,2312091722
VNCG,2023-08-28,Cổ đông lớn,Mua,6000.0,,,2312091722
VNCG,2023-07-04,Cổ đông lớn,Mua,3000.0,,,2312091722
VNCG,2023-04-13,Cổ đông lớn,Mua,39500.0,,,2312091722
VNCG,2022-05-09,Cổ đông lớn,Mua,20000.0,,,2312091722
VNCG,2022-03-22,Cổ đông sáng lập,Bán,-304304.0,,,2312091722
VNCG,2022-03-14,Cổ đông lớn,Mua,8300.0,,,2312091722
VNCG,2022-01-25,Cổ đông nội bộ,Bán,-2900.0,,,2312091722
VNCG,2021-12-16,Cổ đông nội bộ,Bán,-428169.0,,,2312091722
VNCG,2021-12-09,Cổ đông nội bộ,Bán,-9700.0,,,2312091722
VNCG,2021-12-06,Cổ đông nội bộ,Bán,-100000.0,,,2312091722
VNCG,2021-10-01,Cổ đông nội bộ,Bán,0.0,,,2312091722
VNCG,2021-04-13,Cổ đông lớn,Bán,-10000.0,,,2312091722
VNCG,2020-09-28,Cổ đông nội bộ,Mua,107526.0,,,2312091722
VNCG,2020-08-05,Cổ đông nội bộ,Mua,131250.0,,,2312091722
VNCG,2019-04-18,Cổ đông lớn,Bán,-10400.0,,,2312091722
VNCG,2019-01-30,Cổ đông nội bộ,Bán,0.0,,,2312091722
VNCG,2018-12-26,Cổ đông nội bộ,Bán,0.0,,,2312091722
VNCG,2018-12-26,Cổ đông nội bộ,Bán,0.0,,,2312091722
VNCG,2018-11-29,Cổ đông sáng lập,Bán,-19000.0,,,2312091722
VNCG,2018-11-23,Cổ đông nội bộ,Bán,0.0,,,2312091722
CHFC,2023-09-21,Cổ đông nội bộ,Mua,41407.0,,,2312091722
CHFC,2022-09-16,Cổ đông nội bộ,Mua,28923.0,,,2312091722
CHFC,2021-06-29,Cổ đông nội bộ,Mua,0.0,,,2312091722
CHFC,2021-05-31,Cổ đông nội bộ,Mua,0.0,,,2312091722
CHFC,2020-07-24,Cổ đông nội bộ,Mua,12310.0,,,2312091722
CHFC,2017-06-22,Cổ đông nội bộ,Mua,0.0,,,2312091722
CHP,2023-12-08,Cổ đông lớn,Mua,0.0,24500.0,0.0,2312091722
CHP,2023-10-05,Cổ đông sáng lập,Mua,20000.0,23350.0,0.049,2312091722
CHP,2022-08-01,Cổ đông sáng lập,Bán,0.0,20804.0,0.178,2312091722
CHP,2022-07-11,Cổ đông nội bộ,Bán,-90000.0,19394.0,0.263,2312091722
CHP,2022-06-22,Cổ đông lớn,Mua,500000.0,20804.0,0.178,2312091722
CHP,2022-03-22,Cổ đông sáng lập,Bán,-1500.0,18727.0,0.308,2312091722
CHP,2022-01-13,Cổ đông lớn,Mua,1647902.0,18478.0,0.326,2312091722
CHP,2021-12-28,Cổ đông sáng lập,Mua,50000.0,18935.0,0.294,2312091722
CHP,2021-10-04,Cổ đông nội bộ,Mua,86700.0,19501.0,0.256,2312091722
CHP,2020-11-19,Cổ đông lớn,Bán,-33324802.0,16764.0,0.461,2312091722
CHP,2020-11-16,Cổ đông lớn,Mua,33324802.0,16807.0,0.458,2312091722
CHP,2018-12-21,Cổ đông lớn,Mua,100000.0,16135.0,0.518,2312091722
CHP,2018-10-04,Cổ đông lớn,Mua,1758020.0,17277.0,0.418,2312091722
CHP,2018-08-14,Cổ đông sáng lập,Mua,10350.0,17733.0,0.382,2312091722
CHP,2018-06-26,Cổ đông lớn,Mua,1599370.0,17962.0,0.364,2312091722
CHP,2017-12-27,Cổ đông lớn,Mua,1400000.0,17034.0,0.438,2312091722
CHP,2017-11-29,Cổ đông nội bộ,Mua,5830.0,17879.0,0.37,2312091722
CHP,2017-03-09,Cổ đông lớn,Mua,6160000.0,13611.0,0.8,2312091722
CHP,2016-12-13,Cổ đông lớn,Mua,12248200.0,12337.0,0.986,2312091722
CHP,2016-09-05,Cổ đông lớn,Bán,-6574890.0,12368.0,0.981,2312091722
CI5,2022-01-11,Cổ đông lớn,Mua,28700.0,18400.0,-0.571,2312091722
CI5,2022-01-11,Cổ đông lớn,Mua,75000.0,18400.0,-0.571,2312091722
CI5,2022-01-11,Cổ đông lớn,Mua,135000.0,18400.0,-0.571,2312091722
CI5,2022-01-10,Cổ đông lớn,Mua,142500.0,20700.0,-0.618,2312091722
CI5,2016-08-16,Cổ đông nội bộ,Bán,-63523.0,8900.0,-0.112,2312091722
CI5,2016-08-16,Cổ đông nội bộ,Mua,63523.0,8900.0,-0.112,2312091722
CI5,2016-06-06,Cổ đông nội bộ,Mua,4675.0,8200.0,-0.037,2312091722
CI5,2013-01-09,Cổ đông nội bộ,Mua,61847.0,,,2312091722
CI5,2012-10-05,Cổ đông nội bộ,Mua,20000.0,,,2312091722
CI5,2012-09-19,Cổ đông nội bộ,Mua,0.0,,,2312091722
CRAC,2021-11-19,Cổ đông nội bộ,Bán,-112300.0,,,2312091722
CRAC,2021-10-08,Cổ đông lớn,Mua,9623152.0,,,2312091722
CRAC,2021-10-08,Cổ đông lớn,Bán,-9623152.0,,,2312091722
CRAC,2021-07-08,Cổ đông lớn,Mua,0.0,,,2312091722
CRAC,2021-07-08,Cổ đông lớn,Bán,0.0,,,2312091722
CRAC,2021-02-04,Cổ đông lớn,Bán,-1100000.0,,,2312091722
CRAC,2018-09-10,Cổ đông lớn,Mua,449946.0,,,2312091722
CRAC,2018-06-28,Cổ đông lớn,Mua,2457674.0,,,2312091722
CRAC,2018-05-04,Cổ đông lớn,Mua,79810.0,,,2312091722
CRAC,2018-03-21,Cổ đông lớn,Bán,-493000.0,,,2312091722
CRAC,2018-01-08,Cổ đông lớn,Mua,500000.0,,,2312091722
CRAC,2017-12-11,Cổ đông lớn,Bán,-32400.0,,,2312091722
CID,2010-12-10,Cổ đông nội bộ,Mua,0.0,,,2312091722
CID,2010-12-10,Cổ đông nội bộ,Bán,0.0,,,2312091722
CK120,2023-04-18,Cổ đông lớn,Mua,665800.0,,,2312091722
CK120,2023-04-18,Cổ đông lớn,Mua,699900.0,,,2312091722
CK120,2023-04-18,Cổ đông lớn,Bán,-1365800.0,,,2312091722
CIG,2023-10-05,Cổ đông nội bộ,Bán,-19000.0,6500.0,0.083,2312091722
CIG,2023-09-08,Cổ đông nội bộ,Bán,-384600.0,7590.0,-0.072,2312091722
CIG,2023-04-05,Cổ đông nội bộ,Mua,10100.0,3690.0,0.908,2312091722
CIG,2023-02-17,Cổ đông lớn,Mua,7620000.0,3610.0,0.95,2312091722
CIG,2023-02-16,Cổ đông lớn,Mua,7620000.0,3690.0,0.908,2312091722
CIG,2023-02-16,Cổ đông lớn,Bán,-18100000.0,3690.0,0.908,2312091722
CIG,2022-05-04,Cổ đông sáng lập,Bán,0.0,11600.0,-0.393,2312091722
CIG,2021-10-15,Cổ đông nội bộ,Bán,-36200.0,7480.0,-0.059,2312091722
CIG,2021-06-09,Cổ đông sáng lập,Mua,106400.0,6100.0,0.154,2312091722
CIG,2021-06-02,Cổ đông sáng lập,Mua,56900.0,6200.0,0.135,2312091722
CIG,2019-08-23,Cổ đông sáng lập,Bán,-14110.0,2490.0,1.827,2312091722
CIG,2019-08-23,Cổ đông sáng lập,Bán,-1200.0,2490.0,1.827,2312091722
CIG,2019-08-23,Cổ đông nội bộ,Bán,-11600.0,2490.0,1.827,2312091722
CIG,2019-08-23,Cổ đông sáng lập,Bán,-3400.0,2490.0,1.827,2312091722
CIG,2018-04-19,Cổ đông nội bộ,Bán,-2150400.0,2450.0,1.873,2312091722
CIG,2018-03-28,Cổ đông nội bộ,Bán,0.0,2400.0,1.933,2312091722
CIG,2018-02-21,Cổ đông nội bộ,Bán,0.0,2470.0,1.85,2312091722
CIG,2017-12-18,Cổ đông nội bộ,Bán,-1478400.0,3170.0,1.221,2312091722
CIG,2017-12-15,Cổ đông lớn,Bán,-1947000.0,2970.0,1.37,2312091722
CIG,2017-01-23,Cổ đông lớn,Mua,18100000.0,2760.0,1.551,2312091722
CJC,2023-05-08,Cổ đông nội bộ,Mua,791940.0,27000.0,-0.044,2312091722
CJC,2023-05-08,Cổ đông nội bộ,Bán,-791940.0,27000.0,-0.044,2312091722
CJC,2019-03-19,Cổ đông nội bộ,Mua,8500.0,21000.0,0.229,2312091722
CJC,2019-02-01,Cổ đông nội bộ,Mua,0.0,20700.0,0.246,2312091722
CJC,2019-01-03,Cổ đông nội bộ,Mua,2400.0,23000.0,0.122,2312091722
CJC,2018-11-27,Cổ đông nội bộ,Mua,2200.0,22000.0,0.173,2312091722
CJC,2018-08-01,Cổ đông nội bộ,Mua,26400.0,20151.0,0.28,2312091722
CJC,2017-08-11,Cổ đông nội bộ,Mua,168500.0,22336.0,0.155,2312091722
CJC,2017-08-09,Cổ đông lớn,Bán,-95100.0,22336.0,0.155,2312091722
CJC,2017-07-04,Cổ đông nội bộ,Mua,186500.0,22336.0,0.155,2312091722
