ticker,exchange,industry,companyType,noShareholders,foreignPercent,outstandingShare,issueShare,establishedYear,noEmployees,stockRating,deltaInWeek,deltaInMonth,deltaInYear,shortName,industryEn,industryID,industryIDv2,website,datime
UDC,UPCOM,Xây dựng và Vật liệu,CT,1201,0.136,34.7,35.0,1995.0,209,2.4,-0.02,-0.112,-0.405,Xây dựng và Phát triển đô thị Bà Rịa - Vũng Tàu,Construction & Materials,181,2357,http://www.udec.com.vn,2312091715
UEM,UPCOM,Hàng & Dịch vụ Công nghiệp,CT,171,0.0,2.4,2.4,2013.0,197,,-0.02,-0.041,-0.769,Cơ điện Uông Bí - Vinacomin,Industrial Goods & Services,189,2757,http://www.codienuongbi.vn,2312091715
UDL,UPCOM,Hàng & Dịch vụ Công nghiệp,CT,856,0.0,6.6,6.6,2008.0,656,,-0.02,0.003,-0.211,Đô thị và Môi trường Đắk Lắk,Industrial Goods & Services,199,2799,http://www.moitruongdothidaklak.com.vn,2312091715
UIC,HOSE,Xây dựng và Vật liệu,CT,572,0.123,8.0,8.0,2000.0,100,2.7,-0.039,-0.06,-0.231,Phát triển Nhà và Đô thị IDICO,Construction & Materials,181,2357,http://udico.com.vn,2312091715
UMC,UPCOM,Xây dựng và Vật liệu,CT,205,0.0,1.8,1.8,2007.0,222,,-0.02,-0.041,-0.005,Công trình đô thị Nam Định,Construction & Materials,181,2357,http://www.congtrinhdothinamdinh.vn,2312091715
UPH,UPCOM,Y tế,CT,447,0.0,13.3,13.3,2007.0,128,,-0.02,0.542,-0.425,Dược phẩm TW25,Health Care,238,4577,https://uphace.vn,2312091715
UPC,UPCOM,"Điện, nước & xăng dầu khí đốt",CT,0,0.0,3.4,3.4,2009.0,635,,0.38,0.359,-0.076,Cây xanh Vũng Tàu,Utilities,276,7575,https://upcgreen.com,2312091715
UNI,HNX,Công nghệ Thông tin,CT,0,0.015,15.6,15.6,1993.0,10,2.0,-0.057,-0.111,-0.387,Đầu tư và Phát triển Sao Mai Việt,Technology,308,9533,https://www.uninvest.vn,2312091715
V11,UPCOM,Bất động sản,CT,0,0.003,8.4,8.4,1996.0,3,,-0.22,-0.374,-0.413,VINACONEX No11,Real Estate,336,8633,http://www.vinaconex11.com.vn,2312091715
USC,UPCOM,Xây dựng và Vật liệu,CT,313,0.0,5.5,5.5,2004.0,191,,-0.165,-0.127,0.138,Khảo sát và Xây dựng - USCO,Construction & Materials,181,2357,http://www.usco.vn,2312091715
USD,UPCOM,Hàng & Dịch vụ Công nghiệp,CT,0,0.0,5.6,5.6,2010.0,352,,-0.034,0.003,0.208,Công trình Đô thị Sóc Trăng,Industrial Goods & Services,199,2799,http://ctdtst.vn,2312091715
V15,UPCOM,Xây dựng và Vật liệu,CT,0,0.003,10.0,10.0,1978.0,0,,-0.22,-0.374,-0.509,Vinaconex 15,Construction & Materials,181,2357,http://www.vinaconex15.com,2312091715
V12,HNX,Xây dựng và Vật liệu,CT,520,0.0,11.6,11.6,1996.0,159,,-0.02,-0.041,-0.003,VINACONEX 12,Construction & Materials,181,2357,http://www.vinaconex12.com.vn,2312091715
VAF,HOSE,Hóa chất,CT,0,0.0,37.7,37.7,2009.0,374,2.4,-0.093,0.12,0.296,Phân lân Văn Điển,Chemicals,151,1357,https://vandienfmp.vn,2312091715
V21,HNX,Bất động sản,CT,249,0.0,12.0,12.0,2005.0,45,,-0.02,-0.057,0.525,Vinaconex 21,Real Estate,336,8633,https://vinaconex21.vn,2312091715
VAB,UPCOM,Ngân hàng,NH,1913,0.0,540.0,540.0,2003.0,1534,2.6,-0.005,-0.041,-0.136,Ngân hàng Việt Á,Banks,289,8355,http://www.vietabank.com.vn,2312091715
VBB,UPCOM,Ngân hàng,NH,1956,0.0,477.7,477.7,2011.0,2516,2.3,-0.02,-0.091,0.093,VietBank,Banks,289,8355,http://www.vietbank.com.vn,2312091715
VBG,UPCOM,Tài nguyên Cơ bản,CT,392,0.0,8.6,8.6,2010.0,363,,-0.02,-0.041,-0.154,Địa chất Việt Bắc - TKV,Basic Resources,166,1775,http://www.diachatvietbac.vn,2312091715
VBC,HNX,Hàng & Dịch vụ Công nghiệp,CT,262,0.019,7.5,7.5,1996.0,1012,,-0.02,-0.041,-0.014,Nhựa - Bao bì Vinh,Industrial Goods & Services,184,2723,http://nhuabaobivinh.com,2312091715
VAV,UPCOM,"Điện, nước & xăng dầu khí đốt",CT,100,0.022,32.0,32.0,2015.0,215,3.2,0.08,0.088,0.63,VIWACO,Utilities,277,7577,https://viwaco.vn,2312091715
VC1,HNX,Xây dựng và Vật liệu,CT,0,0.026,12.0,12.0,2009.0,110,,-0.032,0.021,-0.125,Xây dựng số 1,Construction & Materials,181,2357,https://www.vinaconex1.com.vn,2312091715
VC2,HNX,Xây dựng và Vật liệu,CT,0,0.001,67.2,47.2,2003.0,281,2.0,0.05,0.111,0.098,Đầu tư và Xây dựng VINA2,Construction & Materials,181,2357,https://vina2.com.vn,2312091715
VBH,UPCOM,Hàng & Dịch vụ Công nghiệp,CT,0,0.015,2.9,2.9,2006.0,179,,-0.02,0.292,-0.223,Điện tử Bình Hòa,Industrial Goods & Services,186,2733,http://www.viettronics-binhhoa.com,2312091715
VC3,HNX,Bất động sản,CT,961,0.0,111.7,111.7,2002.0,99,2.3,-0.012,-0.024,-0.269,Tập đoàn Nam Mê Kông,Real Estate,339,8637,https://nammekong.net,2312091715
VC6,HNX,Xây dựng và Vật liệu,CT,815,0.107,8.8,8.8,2000.0,270,,0.033,-0.132,1.153,Visicons,Construction & Materials,181,2357,http://visicons.vn,2312091715
