ticker,exchange,industry,companyType,noShareholders,foreignPercent,outstandingShare,issueShare,establishedYear,noEmployees,stockRating,deltaInWeek,deltaInMonth,deltaInYear,shortName,industryEn,industryID,industryIDv2,website,datime
HCD,HOSE,Hóa chất,CT,1050,0.005,37.0,37.0,2011.0,19,,0.04,0.049,0.526,SX và Thương mại HCD,Chemicals,150,1353,http://www.hcdgroup.com.vn,2312091655
HCI,UPCOM,Xây dựng và Vật liệu,CT,0,0.0,5.2,5.2,2006.0,68,,-0.02,-0.041,-0.697,Đầu tư - XD Hà Nội,Construction & Materials,181,2357,http://www.hancic.com.vn,2312091655
HCM,HOSE,Dịch vụ tài chính,CK,29835,0.419,457.2,458.1,2003.0,658,2.9,0.031,0.109,0.445,Chứng khoán HSC,Financial Services,300,8777,https://www.hsc.com.vn,2312091655
HCT,HNX,Hàng & Dịch vụ Công nghiệp,CT,0,0.004,2.0,2.0,2003.0,79,,-0.02,-0.221,-0.538,Thương mại - Dịch vụ - Vận tải Xi măng Hải Phòng ,Industrial Goods & Services,194,2779,https://vtxmhp.com,2312091655
HD2,UPCOM,Bất động sản,CT,0,0.001,9.0,9.0,2004.0,61,,0.022,0.035,0.87,Đầu tư phát triển nhà HUD 2,Real Estate,336,8633,http://www.hud2.com.vn,2312091655
HDA,HNX,Xây dựng và Vật liệu,CT,562,0.003,27.6,27.6,2006.0,178,2.8,-0.04,-0.041,-0.26,Hãng sơn Đông Á,Construction & Materials,180,2353,http://hangsondonga.com.vn,2312091655
HD8,UPCOM,Bất động sản,CT,214,0.0,10.0,10.0,2007.0,23,,-0.032,-0.063,0.301,PT Nhà và Đô thị HUD8,Real Estate,336,8633,http://hud8.vn,2312091655
HD6,UPCOM,Bất động sản,CT,1072,0.0,15.1,15.1,2005.0,40,,-0.005,0.048,0.379,Phát triển nhà số 6 Hà Nội,Real Estate,336,8633,http://www.handico6.com.vn,2312091655
HDC,HOSE,Bất động sản,CT,0,0.019,135.1,135.1,2001.0,108,2.8,-0.008,-0.008,0.254,Phát triển Nhà BR-VT,Real Estate,336,8633,http://www.hodeco.vn,2312091655
HDB,HOSE,Ngân hàng,NH,6015,0.197,2892.6,2907.6,1992.0,16326,3.8,0.01,0.001,0.349,HDBank,Banks,289,8355,http://www.hdbank.com.vn,2312091655
HDG,HOSE,Bất động sản,CT,1695,0.236,305.8,305.8,2005.0,799,3.0,0.029,0.059,0.104,Tập đoàn Hà Đô,Real Estate,336,8633,https://hado.com.vn,2312091655
HDM,UPCOM,Hàng cá nhân & Gia dụng,CT,0,0.001,20.1,20.1,,4476,3.1,0.069,0.257,1.303,Dệt May Huế,Personal & Household Goods,226,3763,http://www.huegatex.com.vn,2312091655
HDO,UPCOM,Hàng & Dịch vụ Công nghiệp,CT,685,0.004,16.8,17.0,2000.0,2,,-0.22,-0.041,-0.58,Hưng Đạo Container,Industrial Goods & Services,184,2723,http://www.hungdaocontainer.com.vn,2312091655
HDP,UPCOM,Y tế,CT,670,0.002,9.9,9.9,2004.0,615,,-0.02,-0.067,0.12,Dược Hà Tĩnh,Health Care,238,4577,http://hadiphar.vn,2312091655
HDW,UPCOM,"Điện, nước & xăng dầu khí đốt",CT,931,0.001,31.9,31.9,1998.0,935,3.4,-0.053,-0.089,-0.113,Nước sạch Hải Dương,Utilities,277,7577,http://hdwaco.com.vn,2312091655
HEJ,UPCOM,Xây dựng và Vật liệu,CT,0,0.0,4.4,4.4,2008.0,245,,-0.02,-0.041,-0.106,Tư vấn Xây dựng Thủy Lợi VN,Construction & Materials,181,2357,http://www.hec.com.vn,2312091655
HEC,UPCOM,Hàng & Dịch vụ Công nghiệp,CT,205,0.0,6.0,6.0,2004.0,230,3.2,-0.02,-0.021,-0.024,Tư vấn XD Thủy Lợi II (HEC II),Industrial Goods & Services,195,2791,http://hec2.vn,2312091655
HEM,UPCOM,Hàng & Dịch vụ Công nghiệp,CT,423,0.0,38.7,38.7,2009.0,256,2.6,-0.136,-0.129,0.743,Chế tạo điện cơ Hà Nội,Industrial Goods & Services,187,2737,https://hem.vn,2312091655
HES,UPCOM,Du lịch và Giải trí,CT,409,0.0,9.3,9.3,1999.0,175,,0.123,0.114,0.1,Dịch vụ Giải trí Hà Nội,Travel & Leisure,260,5755,http://www.congvienhotay.vn,2312091655
HEP,UPCOM,Hàng & Dịch vụ Công nghiệp,CT,464,0.007,6.0,6.0,2005.0,846,,0.041,-0.065,-0.807,Môi trường và Công trình đô thị Huế,Industrial Goods & Services,199,2799,http://www.hepco.com.vn,2312091655
HEV,HNX,Truyền thông,CT,104,0.023,1.0,1.0,2004.0,23,,-0.02,-0.041,-0.21,Sách Đại học - Dạy nghề,Media,256,5557,http://hevobco.com.vn,2312091655
HFX,UPCOM,Bán lẻ,CT,0,0.0,1.3,1.3,1992.0,13,,-0.02,-0.458,-0.917,XNK Thanh Hà,Retail,250,5373,http://haforexim.com.vn,2312091655
HFB,UPCOM,Xây dựng và Vật liệu,CT,278,0.0,9.1,9.1,2010.0,295,,-0.02,-0.017,0.098,Công trình Cầu phà TP HCM,Construction & Materials,181,2357,http://caupha.com,2312091655
HFC,UPCOM,"Điện, nước & xăng dầu khí đốt",CT,214,0.0,10.2,10.2,1978.0,248,,-0.02,0.036,0.627,Xăng dầu HFC,Utilities,275,7573,http://www.hanoifuel.com.vn,2312091655
HGM,HNX,Tài nguyên Cơ bản,CT,135,0.002,11.9,12.6,2006.0,143,3.5,0.002,-0.019,0.158,Khoáng sản Hà Giang,Basic Resources,166,1775,https://hgm.vn,2312091655
HGW,UPCOM,"Điện, nước & xăng dầu khí đốt",CT,219,0.0,24.9,24.9,2004.0,616,3.0,-0.02,-0.041,0.014,Công trình đô thị Hậu Giang,Utilities,277,7577,http://www.capnuochaugiang.vn,2312091655
HGT,UPCOM,Du lịch và Giải trí,CT,204,0.49,20.0,20.0,2007.0,133,,-0.02,-0.041,-0.224,Du lịch Hương Giang,Travel & Leisure,262,5759,https://www.huonggiangtourist.com,2312091655
HHC,HNX,Thực phẩm và đồ uống,CT,458,0.002,16.4,16.4,2007.0,1100,2.1,-0.011,0.041,0.18,Bánh kẹo Hải Hà,Food & Beverage,218,3577,http://www.haihaco.com.vn,2312091655
HHG,UPCOM,Du lịch và Giải trí,CT,246,0.002,34.9,34.9,2001.0,231,,-0.02,0.012,0.031,Vận tải Hoàng Hà,Travel & Leisure,262,5759,http://www.hoanghaco.com.vn,2312091655
HHP,HOSE,Tài nguyên Cơ bản,CT,1993,0.069,62.0,62.0,2012.0,115,2.6,-0.001,0.014,0.242,Giấy Hoàng Hà Hải Phòng,Basic Resources,156,1737,https://www.hhppaper.com,2312091655
HHR,UPCOM,Hàng & Dịch vụ Công nghiệp,CT,376,0.0,1.4,1.4,2010.0,891,,-0.02,-0.041,0.17,Đường sắt Hà Hải,Industrial Goods & Services,192,2775,http://www.duongsathahai.vn,2312091655
HHS,HOSE,Ô tô và phụ tùng,CT,22018,0.009,347.2,347.2,2008.0,41,3.1,0.068,0.143,0.861,Đầu tư DV Hoàng Huy,Automobiles & Parts,211,3353,http://www.hoanghuyhhs.vn,2312091655
HHN,UPCOM,Hàng & Dịch vụ Công nghiệp,CT,0,0.0,1.4,1.4,2010.0,80,,-0.02,-0.427,-0.759,Vận tải và DV Hàng hóa Hà Nội,Industrial Goods & Services,193,2777,http://www.vantaihanoi.com.vn,2312091655
HIG,UPCOM,Công nghệ Thông tin,CT,911,0.002,22.6,22.6,1994.0,121,,-0.052,0.084,0.284,Tập đoàn HIPT,Technology,310,9537,https://hipt.vn,2312091655
HHV,HOSE,Xây dựng và Vật liệu,CT,366,0.065,411.7,329.4,2010.0,1285,2.5,0.048,0.124,1.061,Đầu tư Hạ tầng Giao thông Đèo Cả,Construction & Materials,181,2357,https://hhv.com.vn,2312091655
HID,HOSE,Xây dựng và Vật liệu,CT,5848,0.006,76.8,76.8,2007.0,106,,-0.011,-0.005,-0.164,Halcom Vietnam,Construction & Materials,181,2357,http://www.halcom.vn,2312091655
HIO,UPCOM,"Điện, nước & xăng dầu khí đốt",CT,193,0.0,21.0,21.0,,2,,0.075,0.557,,Helio Energy,Utilities,274,7535,http://helioenergy.vn,2312091655
HJC,UPCOM,Hàng cá nhân & Gia dụng,CT,441,0.0,12.9,12.9,2012.0,277,,-0.035,-0.148,0.075,Công ty Cổ phần Hòa Việt,Personal & Household Goods,229,3785,http://www.hoavietjsc.com,2312091655
HII,HOSE,Hóa chất,CT,974,0.005,73.7,73.7,2009.0,460,2.5,0.007,-0.01,0.101,An Tiến Industries,Chemicals,150,1353,https://antienindustries.com,2312091655
HJS,HNX,"Điện, nước & xăng dầu khí đốt",CT,418,0.002,21.0,21.0,2003.0,120,2.5,0.01,0.089,0.007,Thủy điện Nậm Mu,Utilities,274,7535,https://thuydiennammu.com.vn,2312091655
HKB,UPCOM,Thực phẩm và đồ uống,CT,2381,0.008,51.6,51.6,2009.0,14,,-0.02,-0.041,-0.33,Thực phẩm Hà Nội - Kinh Bắc,Food & Beverage,218,3577,http://www.hakinvest.com,2312091655
HLA,UPCOM,Tài nguyên Cơ bản,CT,235,0.001,34.4,34.5,2001.0,1,,-0.22,-0.241,-0.509,Hữu Liên Á Châu,Basic Resources,159,1757,http://www.huulienasia.com.vn,2312091655
HLB,UPCOM,Thực phẩm và đồ uống,CT,190,0.307,3.1,3.1,2003.0,580,3.3,-0.02,-0.041,0.275,Bia và NGK Hạ Long,Food & Beverage,214,3533,https://www.biahalong.com,2312091655
HKT,HNX,Thực phẩm và đồ uống,CT,248,0.003,6.1,6.1,2007.0,10,,0.061,0.136,-0.492,Đầu tư Ego Việt Nam,Food & Beverage,216,3537,http://www.egovietnam.com.vn,2312091655
HLR,UPCOM,Hàng & Dịch vụ Công nghiệp,CT,991,0.006,1.7,1.7,2010.0,717,,-0.02,-0.041,0.125,Đường sắt Hà Lạng,Industrial Goods & Services,192,2775,http://www.halang.com.vn,2312091655
HLD,HNX,Bất động sản,CT,130,0.052,20.0,20.0,2007.0,46,2.2,-0.005,-0.033,0.017,Bất động sản HUDLAND,Real Estate,336,8633,http://www.hudland.com.vn,2312091655
HLC,HNX,Tài nguyên Cơ bản,CT,4001,0.074,25.4,25.4,2006.0,3264,2.5,0.024,-0.041,0.539,Than Hà Lầm,Basic Resources,160,1771,https://halamcoal.com.vn,2312091655
HLS,UPCOM,Hàng & Dịch vụ Công nghiệp,CT,212,0.0,11.2,11.2,2004.0,210,,-0.02,-0.041,0.48,Sứ Hoàng Liên Sơn,Industrial Goods & Services,186,2733,http://www.hoceratec.com.vn,2312091655
HLT,UPCOM,Hàng cá nhân & Gia dụng,CT,650,0.0,5.5,5.5,2013.0,483,,0.12,-0.342,-0.729,Dệt may Hoàng Thị Loan,Personal & Household Goods,226,3763,http://halotexco.com.vn,2312091655
HLY,UPCOM,Xây dựng và Vật liệu,CT,0,0.016,1.0,1.0,2003.0,119,,-0.02,-0.332,-0.613,Gốm Xây Dựng Yên Hưng,Construction & Materials,180,2353,http://viglacerahalong.vn,2312091655
HMC,HOSE,Tài nguyên Cơ bản,CT,1666,0.004,27.3,27.3,2005.0,174,2.3,-0.01,-0.031,-0.028,Kim khí TP.HCM,Basic Resources,159,1757,https://metalhcm.com.vn,2312091655
HMG,UPCOM,Tài nguyên Cơ bản,CT,0,0.0,9.0,9.0,2013.0,132,2.0,-0.02,-0.041,0.01,Kim Khí Hà Nội,Basic Resources,159,1757,http://hns.com.vn,2312091655
HMS,UPCOM,Xây dựng và Vật liệu,CT,462,0.001,10.1,10.1,2006.0,414,2.6,-0.017,0.029,0.28,XD Bảo tàng Hồ Chí Minh,Construction & Materials,181,2357,https://hcmcc.com.vn,2312091655
HMH,HNX,Hàng & Dịch vụ Công nghiệp,CT,0,0.021,12.8,13.2,2002.0,140,,0.276,0.177,0.216,Tập đoàn Hải Minh,Industrial Goods & Services,194,2779,http://www.haiminh.com.vn,2312091655
HNA,UPCOM,"Điện, nước & xăng dầu khí đốt",CT,2957,0.0,235.2,235.2,2007.0,116,3.9,0.008,0.028,0.098,Thủy điện Hủa Na,Utilities,274,7535,http://huana.com.vn,2312091655
HMR,HNX,Xây dựng và Vật liệu,CT,143,0.0,5.6,5.6,2011.0,65,,0.03,0.066,0.297,Đá Hoàng Mai,Construction & Materials,180,2353,https://rcchoangmai.vn,2312091655
HNB,UPCOM,Hàng & Dịch vụ Công nghiệp,CT,437,0.002,9.5,9.5,2015.0,390,,0.29,-0.129,-0.429,Bến xe Hà Nội,Industrial Goods & Services,193,2777,https://benxehanoi.vn,2312091655
HNG,HOSE,Thực phẩm và đồ uống,CT,36997,0.02,1108.6,1108.6,,1700,2.0,-0.03,0.079,-0.248,Nông nghiệp Quốc tế HAGL,Food & Beverage,217,3573,https://haagrico.com,2312091655
HNF,UPCOM,Thực phẩm và đồ uống,CT,0,0.0,30.0,30.0,2013.0,1487,2.8,-0.025,0.103,0.636,Bánh kẹo Hữu Nghị,Food & Beverage,218,3577,https://huunghi.com.vn,2312091655
HND,UPCOM,"Điện, nước & xăng dầu khí đốt",CT,1728,0.0,500.0,500.0,2015.0,850,3.0,-0.013,-0.012,0.084,Nhiệt điện Hải Phòng,Utilities,274,7535,http://www.ndhp.com.vn,2312091655
HNM,UPCOM,Thực phẩm và đồ uống,CT,0,0.002,44.4,44.4,2001.0,285,,0.001,-0.03,0.258,HANOIMILK,Food & Beverage,218,3577,http://www.hanoimilk.com.vn,2312091655
HNI,UPCOM,Hàng cá nhân & Gia dụng,CT,0,0.008,23.8,23.8,2002.0,2543,2.9,-0.02,-0.046,-0.207,May Hữu Nghị,Personal & Household Goods,226,3763,http://www.hugamex.vn,2312091655
HNR,UPCOM,Thực phẩm và đồ uống,CT,114,0.456,20.0,20.0,2006.0,195,,-0.02,-0.041,-0.08,Cồn Rượu và Nước Giải Khát Hà Nội,Food & Beverage,215,3535,http://halico.com.vn,2312091655
HNP,UPCOM,Hóa chất,CT,293,0.027,5.0,5.0,1994.0,339,,-0.02,-0.041,0.081,Hanel Xốp Nhựa,Chemicals,150,1353,https://hanelplastics.com.vn,2312091655
HOM,HNX,Xây dựng và Vật liệu,CT,4010,0.012,72.0,74.8,2009.0,763,2.6,-0.02,0.022,-0.018,Xi măng VICEM Hoàng Mai,Construction & Materials,180,2353,https://ximanghoangmai.vn,2312091655
HPB,UPCOM,Hàng & Dịch vụ Công nghiệp,CT,230,0.001,3.7,3.9,1993.0,250,,-0.02,0.002,-0.011,Bao bì PP,Industrial Goods & Services,184,2723,http://www.haipacpp.com,2312091655
HPD,UPCOM,"Điện, nước & xăng dầu khí đốt",CT,0,0.063,8.3,8.3,2007.0,24,,0.003,0.001,0.131,Thủy điện Đăk Đoa,Utilities,274,7535,http://www.thuydiendakdoa.vn,2312091655
HOT,UPCOM,Du lịch và Giải trí,CT,216,0.0,8.0,8.0,2006.0,115,2.2,-0.161,0.077,-0.386,Du lịch - DV Hội An,Travel & Leisure,262,5759,http://www.hoiantourist.com,2312091655
HPG,HOSE,Tài nguyên Cơ bản,CT,0,0.251,5814.8,5814.8,2001.0,28535,2.7,0.01,0.033,0.438,Hòa Phát,Basic Resources,159,1757,http://www.hoaphat.com.vn,2312091655
HPI,UPCOM,Bất động sản,CT,239,0.0,60.0,60.0,2007.0,200,2.0,-0.02,-0.041,-0.402,Khu công nghiệp Hiệp Phước,Real Estate,336,8633,https://www.hiepphuoc.com/,2312091655
HPP,UPCOM,Xây dựng và Vật liệu,CT,581,0.221,8.0,8.0,2004.0,287,2.4,0.001,0.019,0.25,Sơn Hải Phòng,Construction & Materials,180,2353,http://www.sonhaiphong.com.vn,2312091655
HPH,UPCOM,Hóa chất,CT,0,0.0,8.4,8.4,2008.0,54,,-0.02,-0.041,-0.233,Hóa Chất Hưng Phát Hà Bắc,Chemicals,151,1357,http://www.hungphathabac.com.vn,2312091655
HPM,UPCOM,Tài nguyên Cơ bản,CT,0,0.013,3.8,3.8,2008.0,10,,-0.06,-0.081,-0.758,Khoáng sản Hoàng Phúc,Basic Resources,166,1775,http://www.hoangphucasia.com,2312091655
TPH,HNX,Truyền thông,CT,0,0.002,2.1,2.1,2004.0,85,,-0.02,-0.075,0.123,In Sách giáo khoa TP.Hà Nội,Media,256,5557,http://www.sachgiaoduchanoi.vn,2312091715
TQN,UPCOM,Tài nguyên Cơ bản,CT,147,0.0,3.6,3.6,2004.0,312,,-0.02,-0.041,-0.08,Thông Quảng Ninh,Basic Resources,155,1733,http://www.quangninhpine.vn,2312091715
TPP,HNX,Hàng & Dịch vụ Công nghiệp,CT,482,0.002,45.0,45.0,2005.0,1495,2.2,-0.12,0.012,-0.09,Nhựa Tân Phú VN,Industrial Goods & Services,184,2723,http://tanphuvietnam.vn,2312091715
TQW,UPCOM,"Điện, nước & xăng dầu khí đốt",CT,325,0.0,8.9,8.9,2010.0,272,,-0.02,-0.041,-0.08,Cấp thoát nước Tuyên Quang,Utilities,277,7577,http://capthoatnuoctuyenquang.vn,2312091715
TRC,HOSE,Hóa chất,CT,735,0.008,29.1,30.0,2006.0,1304,2.6,-0.017,-0.026,-0.022,Cao su Tây Ninh,Chemicals,150,1353,http://taniruco.com,2312091715
TRA,HOSE,Y tế,CT,0,0.463,41.5,41.5,1999.0,1476,2.6,0.01,-0.071,-0.189,Traphaco,Health Care,238,4577,https://traphaco.com.vn,2312091715
TR1,UPCOM,Hàng & Dịch vụ Công nghiệp,CT,0,0.0,4.6,4.6,2015.0,121,,-0.02,-0.188,-0.05,Vận Tải 1 Traco,Industrial Goods & Services,193,2777,http://www.traco.vn,2312091715
TPS,UPCOM,Du lịch và Giải trí,CT,153,0.019,5.0,5.0,2006.0,72,,-0.02,-0.041,-0.423,Bến bãi vận tải Sài Gòn,Travel & Leisure,262,5759,http://www.benbaivantaisaigon.com.vn,2312091715
TRS,UPCOM,Hàng & Dịch vụ Công nghiệp,CT,149,0.0,5.4,5.5,2006.0,195,,0.23,0.427,0.77,Vận tải và Dịch vụ Hàng Hải,Industrial Goods & Services,191,2773,http://www.trasas.com.vn,2312091715
TS4,UPCOM,Thực phẩm và đồ uống,CT,1737,0.008,16.1,16.2,1993.0,92,,-0.02,-0.041,-0.33,Thủy sản số 4,Food & Beverage,217,3573,http://www.seafoodno4.com,2312091715
TS3,UPCOM,Xây dựng và Vật liệu,CT,207,0.0,3.9,3.9,2013.0,142,,0.002,-0.082,0.225,Trường Sơn 532,Construction & Materials,181,2357,http://truongson532.com.vn,2312091715
TRT,UPCOM,Xây dựng và Vật liệu,CT,209,0.0,11.0,11.0,2005.0,469,,-0.02,0.038,0.398,CTCP RedstarCera,Construction & Materials,180,2353,https://redstarcera.com,2312091715
TSB,HNX,Hàng & Dịch vụ Công nghiệp,CT,295,0.027,6.7,6.7,2004.0,156,,-0.042,-0.124,3.878,Ắc quy Tia Sáng,Industrial Goods & Services,186,2733,http://www.tiasangbattery.com,2312091715
TSC,HOSE,Hóa chất,CT,3181,0.002,196.9,196.9,1976.0,1063,2.3,0.04,0.081,-0.18,Kỹ thuật NN Cần Thơ,Chemicals,151,1357,http://www.tsccantho.com.vn,2312091715
TSD,UPCOM,Du lịch và Giải trí,CT,95,0.0,1.3,1.3,2007.0,52,,-0.163,-0.041,-0.619,Du lịch Trường Sơn Coecco,Travel & Leisure,262,5759,http://www.truongsontourist.com.vn,2312091715
TSG,UPCOM,Hàng & Dịch vụ Công nghiệp,CT,95306,0.018,3.1,3.1,2010.0,361,,-0.02,-0.033,0.046,TTTH Đường sắt Sài Gòn,Industrial Goods & Services,193,2777,http://www.ttthsaigon.vn,2312091715
TSJ,UPCOM,Du lịch và Giải trí,CT,183,0.0,74.8,74.8,2005.0,73,2.3,0.079,1.129,0.751,Hanoi Toserco,Travel & Leisure,262,5759,https://hanoitoserco.com.vn,2312091715
TTA,HOSE,"Điện, nước & xăng dầu khí đốt",CT,6242,0.031,170.1,170.1,2008.0,132,2.5,-0.019,-0.046,-0.16,XD và PT Trường Thành,Utilities,274,7535,https://truongthanhgroup.com.vn,2312091715
TTC,HNX,Xây dựng và Vật liệu,CT,0,0.087,5.9,6.0,2003.0,322,,-0.028,-0.001,0.206,Gạch men Thanh Thanh,Construction & Materials,180,2353,http://www.thanhthanhceramic.com,2312091715
TTB,HOSE,Xây dựng và Vật liệu,CT,335,0.0,101.5,101.5,2008.0,50,2.2,-0.02,-0.041,-0.519,Tập đoàn Tiến Bộ,Construction & Materials,180,2353,http://www.tienbo.vn,2312091715
TST,UPCOM,Công nghệ Thông tin,CT,0,0.009,4.8,4.8,2000.0,113,,-0.02,-0.156,-0.884,Dịch vụ KT Viễn Thông,Technology,308,9533,http://www.tst.com.vn,2312091715
TTD,UPCOM,Y tế,CT,206,0.005,15.6,15.6,2002.0,548,2.7,-0.033,-0.121,0.604,Bệnh viện Tim Tâm Đức,Health Care,234,4533,https://tamduchearthospital.com,2312091715
TTE,HOSE,"Điện, nước & xăng dầu khí đốt",CT,246,0.0,28.5,28.5,2014.0,74,,-0.02,-0.041,-0.022,ĐT Năng lượng Trường Thịnh,Utilities,274,7535,https://dientruongthinh.vn,2312091715
TTF,HOSE,Tài nguyên Cơ bản,CT,21806,0.058,393.5,393.5,2003.0,2976,2.0,0.073,0.083,-0.162,Gỗ Trường Thành,Basic Resources,155,1733,https://www.truongthanh.com,2312091715
TTH,HNX,Bán lẻ,CT,1452,0.003,37.4,37.4,2003.0,27,,0.005,-0.132,0.659,TM và DV Tiến Thành,Retail,249,5371,http://tienthanhjsc.vn,2312091715
TTG,UPCOM,Hàng cá nhân & Gia dụng,CT,0,0.066,2.0,2.0,2008.0,230,,-0.02,0.002,0.735,May Thanh Trì,Personal & Household Goods,226,3763,http://www.hapro.com.vn,2312091715
TTL,HNX,Xây dựng và Vật liệu,CT,334,0.0,41.9,41.9,2010.0,71,2.4,-0.11,-0.131,-0.127,TCT Thăng Long,Construction & Materials,181,2357,http://tlg.com.vn,2312091715
TTN,UPCOM,Viễn thông,CT,2602,0.003,36.7,36.7,2008.0,313,2.8,0.02,0.014,-0.025,Công nghệ và Truyền thông VN,Telecommunications,267,6535,https://vntt.com.vn,2312091715
TTP,UPCOM,Hàng & Dịch vụ Công nghiệp,CT,409,0.882,13.5,15.0,2004.0,765,3.0,-0.02,-0.041,0.6,Bao bì nhựa Tân Tiến,Industrial Goods & Services,184,2723,https://tapack.com,2312091715
TTT,HNX,Du lịch và Giải trí,CT,130,0.025,4.6,4.6,2007.0,106,,-0.026,-0.002,-0.227,Du lịch - Thương Mại Tây Ninh,Travel & Leisure,262,5759,http://www.tanitour.com.vn,2312091715
TTS,UPCOM,Tài nguyên Cơ bản,CT,677,0.0,50.8,50.8,2008.0,259,2.3,-0.02,-0.041,-0.08,Cán thép Thái Trung,Basic Resources,159,1757,https://ttr.com.vn,2312091715
TTZ,HNX,Xây dựng và Vật liệu,CT,1173,0.129,7.6,7.6,2003.0,7,,-0.02,-0.041,-0.08,Xây dựng Tiến Trung,Construction & Materials,180,2353,http://ttzholdings.com.vn,2312091715
TUG,UPCOM,Hàng & Dịch vụ Công nghiệp,CT,0,0.063,2.7,2.7,2010.0,116,,-0.128,-0.199,-0.369,Lai dắt và VT cảng Hải Phòng,Industrial Goods & Services,193,2777,http://www.tugtranco.vn,2312091715
TV2,HOSE,Hàng & Dịch vụ Công nghiệp,CT,986,0.124,67.5,67.5,1985.0,1081,2.8,-0.013,0.18,0.981,Tư vấn XD Điện 2,Industrial Goods & Services,195,2791,https://www.pecc2.com,2312091715
TV1,UPCOM,Hàng & Dịch vụ Công nghiệp,CT,1626,0.0,26.7,26.7,1982.0,605,3.0,-0.054,0.008,0.59,Tư vấn XD Điện 1,Industrial Goods & Services,195,2791,http://www.pecc1.com.vn,2312091715
TV6,UPCOM,Bán lẻ,CT,129,0.335,3.0,3.0,2008.0,27,,-0.046,-0.014,0.381,TM ĐT xây lắp điện Thịnh Vượng,Retail,253,5379,http://www.thinhvuongvn.com,2312091715
TVB,HOSE,Dịch vụ tài chính,CK,10325,0.018,112.1,112.1,2006.0,60,2.6,0.01,0.012,-0.021,Chứng khoán Trí Việt,Financial Services,300,8777,http://www.tvsc.vn,2312091715
TV4,HNX,Hàng & Dịch vụ Công nghiệp,CT,485,0.007,19.8,19.8,2007.0,431,3.0,-0.016,-0.029,-0.037,Tư vấn XD Điện 4,Industrial Goods & Services,195,2791,http://www.pecc4.vn,2312091715
TV3,HNX,Xây dựng và Vật liệu,CT,0,0.003,9.5,9.5,2007.0,465,,0.007,0.033,-0.385,Tư vấn XD điện 3,Construction & Materials,181,2357,http://www.pecc3.com.vn,2312091715
TVA,UPCOM,Xây dựng và Vật liệu,CT,339,0.0,6.3,6.3,2008.0,312,,0.126,-0.161,-0.178,Sứ Viglacera Thanh Trì,Construction & Materials,180,2353,http://viglacerathanhtri.vn,2312091715
TVC,HNX,Dịch vụ tài chính,CT,441,0.001,118.6,118.6,2012.0,23,3.0,0.016,0.035,-0.025,Tập đoàn Trí Việt,Financial Services,299,8775,http://tcorp.vn,2312091715
TVD,HNX,Tài nguyên Cơ bản,CT,0,0.043,45.0,45.0,2008.0,5652,3.0,0.081,0.133,0.793,Than Vàng Danh,Basic Resources,160,1771,https://vangdanhcoal.com.vn,2312091715
TVG,UPCOM,Xây dựng và Vật liệu,CT,129,0.0,2.0,2.0,1959.0,73,,-0.02,-0.041,-0.757,XD Giao thông Vận tải,Construction & Materials,181,2357,https://www.tricc.vn,2312091715
TVN,UPCOM,Tài nguyên Cơ bản,CT,7102,0.001,678.0,678.0,2012.0,6079,2.4,0.044,0.097,0.295,Thép Việt Nam,Basic Resources,159,1757,https://vnsteel.vn,2312091715
TVM,UPCOM,Hàng & Dịch vụ Công nghiệp,CT,239,0.0,2.4,2.4,2013.0,296,,-0.02,-0.041,-0.257,Tư vấn đầu tư Mỏ,Industrial Goods & Services,195,2791,http://vimcc.vn,2312091715
TVH,UPCOM,Xây dựng và Vật liệu,CT,223,0.0,4.0,4.0,2004.0,134,,-0.02,0.353,-0.507,Tư vấn XD công trình Hàng hải,Construction & Materials,181,2357,http://www.cmbvn.com.vn,2312091715
TVT,HOSE,Hàng cá nhân & Gia dụng,CT,738,0.003,21.0,21.0,2007.0,1571,2.5,-0.004,-0.056,-0.376,May Việt Thắng,Personal & Household Goods,226,3763,https://vietthang.com.vn,2312091715
TVS,HOSE,Dịch vụ tài chính,CK,2553,0.287,151.3,151.3,2006.0,98,2.5,0.019,0.007,0.151,Chứng khoán Thiên Việt,Financial Services,300,8777,https://www.tvs.vn,2312091715
TW3,UPCOM,Y tế,CT,143,0.001,1.7,1.8,2010.0,135,,0.111,0.099,0.166,Dược TW3,Health Care,238,4577,https://duoctw3.com,2312091715
TXM,HNX,Xây dựng và Vật liệu,CT,1116,0.009,7.0,7.0,2005.0,53,,-0.111,0.31,0.348,Thạch cao Xi măng,Construction & Materials,180,2353,http://www.thachcaoximang.com.vn,2312091715
TYA,HOSE,Hàng & Dịch vụ Công nghiệp,CT,0,0.402,30.7,6.1,1992.0,346,2.3,-0.015,-0.001,-0.189,Dây và Cáp điện Taya,Industrial Goods & Services,186,2733,http://www.taya.com.vn,2312091715
UCT,UPCOM,Hàng & Dịch vụ Công nghiệp,CT,165,0.0,5.3,5.3,2010.0,336,,-0.02,0.248,-0.442,Đô thị Cần Thơ,Industrial Goods & Services,199,2799,http://www.congtrinhdothicantho.vn,2312091715
UDJ,UPCOM,Xây dựng và Vật liệu,CT,676,0.048,16.5,16.5,2007.0,16,3.5,-0.009,-0.018,0.048,Becamex UDJ,Construction & Materials,181,2357,https://becamexudj.com.vn,2312091715
