ticker,industry,industryEn,exchange,noShareholders,foreignPercent,outstandingShare,issueShare,establishedYear,noEmployees,shortName,website,shareHolder_OwnPercent,companyProfile,historyDev,companyPromise,businessRisk,keyDevelopments,businessStrategies
HFX,Bán lẻ,Retail,UPCOM,0,0.0,1.3,1.3,1992.0,13,XNK Thanh Hà,http://haforexim.com.vn,"[{'Nguyễn Kim Hoàng': 0.2693}, {'Công ty Cổ phần Tập Đoàn Haprosimex': 0.2693}, {'Nguyễn Văn Hợp': 0.1289}, {'Nguyễn Ngọc Vân': 0.0534}, {'Bùi Thị Thu Hà': 0.0497}, {'Trần Thị Minh': 0.0315}, {'Trần Lan Hương': 0.0139}, {'Nguyễn Thị Thúy Khang': 0.0011}]",,,,,,
HFX,Bán lẻ,Retail,UPCOM,0,0.0,1.3,1.3,1992.0,13,XNK Thanh Hà,http://haforexim.com.vn,"[{'Nguyễn Kim Hoàng': 0.2693}, {'Công ty Cổ phần Tập Đoàn Haprosimex': 0.2693}, {'Nguyễn Văn Hợp': 0.1289}, {'Nguyễn Ngọc Vân': 0.0534}, {'Bùi Thị Thu Hà': 0.0497}, {'Trần Thị Minh': 0.0315}, {'Trần Lan Hương': 0.0139}, {'Nguyễn Thị Thúy Khang': 0.0011}]",,,,,,
HFB,Xây dựng và Vật liệu,Construction & Materials,UPCOM,278,0.0,9.1,9.1,2010.0,295,Công trình Cầu phà TP HCM,http://caupha.com,"[{'Công ty TNHH MTV Đầu tư Tài chính Nhà nước Thành phố Hồ Chí Minh': 0.4}, {'Hoàng Mạnh Hào': 0.1107}, {'Huỳnh Bá Lân': 0.1059}, {'Lê Hữu Châu': 0.0973}, {'Tạ Thị Hồng Tâm': 0.0769}, {'Vũ Tiến Đạt': 0.0102}, {'Nguyễn Quang Huy': 0.0085}, {'TRẦN MINH TRUNG': 0.0081}, {'Lê Mạnh Thư': 0.0047}, {'Khác': 0.0064}]",,,,,,
HFB,Xây dựng và Vật liệu,Construction & Materials,UPCOM,278,0.0,9.1,9.1,2010.0,295,Công trình Cầu phà TP HCM,http://caupha.com,"[{'Công ty TNHH MTV Đầu tư Tài chính Nhà nước Thành phố Hồ Chí Minh': 0.4}, {'Hoàng Mạnh Hào': 0.1107}, {'Huỳnh Bá Lân': 0.1059}, {'Lê Hữu Châu': 0.0973}, {'Tạ Thị Hồng Tâm': 0.0769}, {'Vũ Tiến Đạt': 0.0102}, {'Nguyễn Quang Huy': 0.0085}, {'TRẦN MINH TRUNG': 0.0081}, {'Lê Mạnh Thư': 0.0047}, {'Khác': 0.0064}]",,,,,,
HFC,"Điện, nước & xăng dầu khí đốt",Utilities,UPCOM,214,0.0,10.2,10.2,1978.0,248,Xăng dầu HFC,http://www.hanoifuel.com.vn,"[{'CÔNG TY XĂNG DẦU KHU VỰC I - CÔNG TY TNHH MTV ': 0.1474}, {'Nguyễn Phi Thái': 0.1134}, {'Nguyễn Hữu Yên': 0.0981}, {'DOÃN ĐỨC LIÊM': 0.0981}, {'Công ty TNHH Giao nhận Vận tải Bình Minh': 0.0502}, {'Phan Thị Thùy Dương': 0.0081}, {'Nguyễn Phương Mai': 0.0057}, {'Phạm Thị Liên Hương': 0.0053}, {'Nguyễn Thành Thiên': 0.002}, {'Khác': 0.0039}]",,,,,,
HFC,"Điện, nước & xăng dầu khí đốt",Utilities,UPCOM,214,0.0,10.2,10.2,1978.0,248,Xăng dầu HFC,http://www.hanoifuel.com.vn,"[{'CÔNG TY XĂNG DẦU KHU VỰC I - CÔNG TY TNHH MTV ': 0.1474}, {'Nguyễn Phi Thái': 0.1134}, {'Nguyễn Hữu Yên': 0.0981}, {'DOÃN ĐỨC LIÊM': 0.0981}, {'Công ty TNHH Giao nhận Vận tải Bình Minh': 0.0502}, {'Phan Thị Thùy Dương': 0.0081}, {'Nguyễn Phương Mai': 0.0057}, {'Phạm Thị Liên Hương': 0.0053}, {'Nguyễn Thành Thiên': 0.002}, {'Khác': 0.0039}]",,,,,,
HGM,Tài nguyên Cơ bản,Basic Resources,HNX,135,0.002,11.9,12.6,2006.0,143,Khoáng sản Hà Giang,https://hgm.vn,"[{'Tổng Công ty Đầu Tư Và Kinh Doanh Vốn Nhà Nước - Công ty TNHH': 0.4664}, {'Công Ty TNHH Quốc Tế Dp': 0.0795}, {'Đỗ Vân Anh': 0.0443}, {'Phạm Thành Đô': 0.0335}, {'TRỊNH NGỌC HIẾU': 0.0194}, {'Phạm Văn Hội': 0.0111}, {'Nguyễn Hữu Phúc': 0.0094}, {'Đỗ Khắc Hùng': 0.0056}, {'Nguyễn Trung Hiếu': 0.0055}, {'Khác': 0.1188}]",,,,,,
HGM,Tài nguyên Cơ bản,Basic Resources,HNX,135,0.002,11.9,12.6,2006.0,143,Khoáng sản Hà Giang,https://hgm.vn,"[{'Tổng Công ty Đầu Tư Và Kinh Doanh Vốn Nhà Nước - Công ty TNHH': 0.4664}, {'Công Ty TNHH Quốc Tế Dp': 0.0795}, {'Đỗ Vân Anh': 0.0443}, {'Phạm Thành Đô': 0.0335}, {'TRỊNH NGỌC HIẾU': 0.0194}, {'Phạm Văn Hội': 0.0111}, {'Nguyễn Hữu Phúc': 0.0094}, {'Đỗ Khắc Hùng': 0.0056}, {'Nguyễn Trung Hiếu': 0.0055}, {'Khác': 0.1188}]",,,,,,
HGW,"Điện, nước & xăng dầu khí đốt",Utilities,UPCOM,219,0.0,24.9,24.9,2004.0,616,Công trình đô thị Hậu Giang,http://www.capnuochaugiang.vn,"[{'Công ty Cổ phần Đầu tư Xây lắp Miền Nam': 0.5112}, {'Ủy ban Nhân dân Tỉnh Hậu Giang': 0.4633}, {'Cao Thế Khải': 0.0014}, {'Tô Thị Hiếu': 0.0006}, {'Bùi Trọng Lực': 0.0005}, {'Huỳnh Trung Tín': 0.0004}, {'Trương Hữu Thành': 0.0002}, {'Trần Hồng Đăng': 0.0001}, {'Lê Hoàng Thấm': 0.0001}, {'Khác': 0.0002}]",,,,,,
HGW,"Điện, nước & xăng dầu khí đốt",Utilities,UPCOM,219,0.0,24.9,24.9,2004.0,616,Công trình đô thị Hậu Giang,http://www.capnuochaugiang.vn,"[{'Công ty Cổ phần Đầu tư Xây lắp Miền Nam': 0.5112}, {'Ủy ban Nhân dân Tỉnh Hậu Giang': 0.4633}, {'Cao Thế Khải': 0.0014}, {'Tô Thị Hiếu': 0.0006}, {'Bùi Trọng Lực': 0.0005}, {'Huỳnh Trung Tín': 0.0004}, {'Trương Hữu Thành': 0.0002}, {'Trần Hồng Đăng': 0.0001}, {'Lê Hoàng Thấm': 0.0001}, {'Khác': 0.0002}]",,,,,,
HGT,Du lịch và Giải trí,Travel & Leisure,UPCOM,204,0.49,20.0,20.0,2007.0,133,Du lịch Hương Giang,https://www.huonggiangtourist.com,,,,,,,
HGT,Du lịch và Giải trí,Travel & Leisure,UPCOM,204,0.49,20.0,20.0,2007.0,133,Du lịch Hương Giang,https://www.huonggiangtourist.com,,,,,,,
HHC,Thực phẩm và đồ uống,Food & Beverage,HNX,458,0.002,16.4,16.4,2007.0,1100,Bánh kẹo Hải Hà,http://www.haihaco.com.vn,"[{'Trương Thị Bửu': 0.24}, {'Lưu Văn Vũ': 0.24}, {'Nguyễn Thị Lan': 0.0448}, {'Nguyễn Công Nhân': 0.0001}, {'Khác': 0.1089}]",,,,,,
HHC,Thực phẩm và đồ uống,Food & Beverage,HNX,458,0.002,16.4,16.4,2007.0,1100,Bánh kẹo Hải Hà,http://www.haihaco.com.vn,"[{'Trương Thị Bửu': 0.24}, {'Lưu Văn Vũ': 0.24}, {'Nguyễn Thị Lan': 0.0448}, {'Nguyễn Công Nhân': 0.0001}, {'Khác': 0.1089}]",,,,,,
HHG,Du lịch và Giải trí,Travel & Leisure,UPCOM,246,0.002,34.9,34.9,2001.0,231,Vận tải Hoàng Hà,http://www.hoanghaco.com.vn,"[{'Phạm Xuân Nhượng': 0.0509}, {'Trần Quốc Huy': 0.0366}, {'Vũ Ngọc Anh': 0.0363}, {'Nguyễn Hữu Tám': 0.0115}, {'Lưu Huy Hà': 0.0106}, {'Lưu Tuấn Anh': 0.0042}, {'Phạm Thanh Tùng': 0.004}, {'Lưu Minh Sơn': 0.0037}, {'Đinh Văn Thọ': 0.0018}, {'Khác': 0.0051}]",,,,,,
HHG,Du lịch và Giải trí,Travel & Leisure,UPCOM,246,0.002,34.9,34.9,2001.0,231,Vận tải Hoàng Hà,http://www.hoanghaco.com.vn,"[{'Phạm Xuân Nhượng': 0.0509}, {'Trần Quốc Huy': 0.0366}, {'Vũ Ngọc Anh': 0.0363}, {'Nguyễn Hữu Tám': 0.0115}, {'Lưu Huy Hà': 0.0106}, {'Lưu Tuấn Anh': 0.0042}, {'Phạm Thanh Tùng': 0.004}, {'Lưu Minh Sơn': 0.0037}, {'Đinh Văn Thọ': 0.0018}, {'Khác': 0.0051}]",,,,,,
HHP,Tài nguyên Cơ bản,Basic Resources,HOSE,1993,0.069,62.0,62.0,2012.0,115,Giấy Hoàng Hà Hải Phòng,https://www.hhppaper.com,"[{'TRẦN THỊ THU PHƯƠNG': 0.0848}, {'Nguyễn Thị Thu Thủy': 0.0704}, {'Wardhaven Vietnam Fund': 0.0605}, {'NGUYỄN TRUNG THÀNH': 0.0484}, {'Nguyễn Huy Long': 0.0449}, {'Nguyễn Minh Tú': 0.0258}, {'Trần Kim Gia': 0.0192}, {'Trần Anh': 0.009}, {'Bùi Minh Đức': 0.0086}, {'Khác': 0.0126}]",,,,,,
HHP,Tài nguyên Cơ bản,Basic Resources,HOSE,1993,0.069,62.0,62.0,2012.0,115,Giấy Hoàng Hà Hải Phòng,https://www.hhppaper.com,"[{'TRẦN THỊ THU PHƯƠNG': 0.0848}, {'Nguyễn Thị Thu Thủy': 0.0704}, {'Wardhaven Vietnam Fund': 0.0605}, {'NGUYỄN TRUNG THÀNH': 0.0484}, {'Nguyễn Huy Long': 0.0449}, {'Nguyễn Minh Tú': 0.0258}, {'Trần Kim Gia': 0.0192}, {'Trần Anh': 0.009}, {'Bùi Minh Đức': 0.0086}, {'Khác': 0.0126}]",,,,,,
HHR,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,UPCOM,376,0.0,1.4,1.4,2010.0,891,Đường sắt Hà Hải,http://www.duongsathahai.vn,"[{'Tổng Công ty Đường sắt Việt Nam': 0.51}, {'NGUYỄN QUỐC VƯỢNG': 0.0792}, {'Nguyễn Thị Thu Hương': 0.074}, {'Nguyễn Quang Long': 0.0573}, {'Hoàng Đức Tài': 0.0119}, {'Nguyễn Như Điền': 0.0096}, {'Tạ Quang Sơn': 0.0096}, {'Nguyễn Thị Ngải': 0.0016}, {'Trịnh Thị Diệu Quỳnh': 0.0016}, {'Khác': 0.0033}]",,,,,,
HHR,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,UPCOM,376,0.0,1.4,1.4,2010.0,891,Đường sắt Hà Hải,http://www.duongsathahai.vn,"[{'Tổng Công ty Đường sắt Việt Nam': 0.51}, {'NGUYỄN QUỐC VƯỢNG': 0.0792}, {'Nguyễn Thị Thu Hương': 0.074}, {'Nguyễn Quang Long': 0.0573}, {'Hoàng Đức Tài': 0.0119}, {'Nguyễn Như Điền': 0.0096}, {'Tạ Quang Sơn': 0.0096}, {'Nguyễn Thị Ngải': 0.0016}, {'Trịnh Thị Diệu Quỳnh': 0.0016}, {'Khác': 0.0033}]",,,,,,
HHS,Ô tô và phụ tùng,Automobiles & Parts,HOSE,22018,0.009,347.2,347.2,2008.0,41,Đầu tư DV Hoàng Huy,http://www.hoanghuyhhs.vn,,,,,,,
HHS,Ô tô và phụ tùng,Automobiles & Parts,HOSE,22018,0.009,347.2,347.2,2008.0,41,Đầu tư DV Hoàng Huy,http://www.hoanghuyhhs.vn,,,,,,,
HHN,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,UPCOM,0,0.0,1.4,1.4,2010.0,80,Vận tải và DV Hàng hóa Hà Nội,http://www.vantaihanoi.com.vn,,,,,,,
HHN,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,UPCOM,0,0.0,1.4,1.4,2010.0,80,Vận tải và DV Hàng hóa Hà Nội,http://www.vantaihanoi.com.vn,,,,,,,
HIG,Công nghệ Thông tin,Technology,UPCOM,911,0.002,22.6,22.6,1994.0,121,Tập đoàn HIPT,https://hipt.vn,,,,,,,
HIG,Công nghệ Thông tin,Technology,UPCOM,911,0.002,22.6,22.6,1994.0,121,Tập đoàn HIPT,https://hipt.vn,,,,,,,
HHV,Xây dựng và Vật liệu,Construction & Materials,HOSE,366,0.065,411.7,329.4,2010.0,1285,Đầu tư Hạ tầng Giao thông Đèo Cả,https://hhv.com.vn,,,,,,,
HHV,Xây dựng và Vật liệu,Construction & Materials,HOSE,366,0.065,411.7,329.4,2010.0,1285,Đầu tư Hạ tầng Giao thông Đèo Cả,https://hhv.com.vn,,,,,,,
HID,Xây dựng và Vật liệu,Construction & Materials,HOSE,5848,0.006,76.8,76.8,2007.0,106,Halcom Vietnam,http://www.halcom.vn,,,,,,,
HID,Xây dựng và Vật liệu,Construction & Materials,HOSE,5848,0.006,76.8,76.8,2007.0,106,Halcom Vietnam,http://www.halcom.vn,,,,,,,
HIO,"Điện, nước & xăng dầu khí đốt",Utilities,UPCOM,193,0.0,21.0,21.0,,2,Helio Energy,http://helioenergy.vn,,,,,,,
HIO,"Điện, nước & xăng dầu khí đốt",Utilities,UPCOM,193,0.0,21.0,21.0,,2,Helio Energy,http://helioenergy.vn,,,,,,,
HJC,Hàng cá nhân & Gia dụng,Personal & Household Goods,UPCOM,441,0.0,12.9,12.9,2012.0,277,Công ty Cổ phần Hòa Việt,http://www.hoavietjsc.com,,,,,,,
HJC,Hàng cá nhân & Gia dụng,Personal & Household Goods,UPCOM,441,0.0,12.9,12.9,2012.0,277,Công ty Cổ phần Hòa Việt,http://www.hoavietjsc.com,,,,,,,
HII,Hóa chất,Chemicals,HOSE,974,0.005,73.7,73.7,2009.0,460,An Tiến Industries,https://antienindustries.com,,,,,,,
HII,Hóa chất,Chemicals,HOSE,974,0.005,73.7,73.7,2009.0,460,An Tiến Industries,https://antienindustries.com,,,,,,,
HJS,"Điện, nước & xăng dầu khí đốt",Utilities,HNX,418,0.002,21.0,21.0,2003.0,120,Thủy điện Nậm Mu,https://thuydiennammu.com.vn,,,,,,,
HJS,"Điện, nước & xăng dầu khí đốt",Utilities,HNX,418,0.002,21.0,21.0,2003.0,120,Thủy điện Nậm Mu,https://thuydiennammu.com.vn,,,,,,,
HKB,Thực phẩm và đồ uống,Food & Beverage,UPCOM,2381,0.008,51.6,51.6,2009.0,14,Thực phẩm Hà Nội - Kinh Bắc,http://www.hakinvest.com,,,,,,,
HKB,Thực phẩm và đồ uống,Food & Beverage,UPCOM,2381,0.008,51.6,51.6,2009.0,14,Thực phẩm Hà Nội - Kinh Bắc,http://www.hakinvest.com,,,,,,,
HLA,Tài nguyên Cơ bản,Basic Resources,UPCOM,235,0.001,34.4,34.5,2001.0,1,Hữu Liên Á Châu,http://www.huulienasia.com.vn,,,,,,,
HLA,Tài nguyên Cơ bản,Basic Resources,UPCOM,235,0.001,34.4,34.5,2001.0,1,Hữu Liên Á Châu,http://www.huulienasia.com.vn,,,,,,,
HLB,Thực phẩm và đồ uống,Food & Beverage,UPCOM,190,0.307,3.1,3.1,2003.0,580,Bia và NGK Hạ Long,https://www.biahalong.com,,,,,,,
HLB,Thực phẩm và đồ uống,Food & Beverage,UPCOM,190,0.307,3.1,3.1,2003.0,580,Bia và NGK Hạ Long,https://www.biahalong.com,,,,,,,
HKT,Thực phẩm và đồ uống,Food & Beverage,HNX,248,0.003,6.1,6.1,2007.0,10,Đầu tư Ego Việt Nam,http://www.egovietnam.com.vn,,,,,,,
HKT,Thực phẩm và đồ uống,Food & Beverage,HNX,248,0.003,6.1,6.1,2007.0,10,Đầu tư Ego Việt Nam,http://www.egovietnam.com.vn,,,,,,,
HLR,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,UPCOM,991,0.006,1.7,1.7,2010.0,717,Đường sắt Hà Lạng,http://www.halang.com.vn,,,,,,,
HLR,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,UPCOM,991,0.006,1.7,1.7,2010.0,717,Đường sắt Hà Lạng,http://www.halang.com.vn,,,,,,,
HLD,Bất động sản,Real Estate,HNX,130,0.052,20.0,20.0,2007.0,46,Bất động sản HUDLAND,http://www.hudland.com.vn,,,,,,,
HLD,Bất động sản,Real Estate,HNX,130,0.052,20.0,20.0,2007.0,46,Bất động sản HUDLAND,http://www.hudland.com.vn,,,,,,,
HLC,Tài nguyên Cơ bản,Basic Resources,HNX,4001,0.074,25.4,25.4,2006.0,3264,Than Hà Lầm,https://halamcoal.com.vn,,,,,,,
HLC,Tài nguyên Cơ bản,Basic Resources,HNX,4001,0.074,25.4,25.4,2006.0,3264,Than Hà Lầm,https://halamcoal.com.vn,,,,,,,
HLS,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,UPCOM,212,0.0,11.2,11.2,2004.0,210,Sứ Hoàng Liên Sơn,http://www.hoceratec.com.vn,,,,,,,
HLS,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,UPCOM,212,0.0,11.2,11.2,2004.0,210,Sứ Hoàng Liên Sơn,http://www.hoceratec.com.vn,,,,,,,
HLT,Hàng cá nhân & Gia dụng,Personal & Household Goods,UPCOM,650,0.0,5.5,5.5,2013.0,483,Dệt may Hoàng Thị Loan,http://halotexco.com.vn,,,,,,,
HLT,Hàng cá nhân & Gia dụng,Personal & Household Goods,UPCOM,650,0.0,5.5,5.5,2013.0,483,Dệt may Hoàng Thị Loan,http://halotexco.com.vn,,,,,,,
HLY,Xây dựng và Vật liệu,Construction & Materials,UPCOM,0,0.016,1.0,1.0,2003.0,119,Gốm Xây Dựng Yên Hưng,http://viglacerahalong.vn,,,,,,,
HLY,Xây dựng và Vật liệu,Construction & Materials,UPCOM,0,0.016,1.0,1.0,2003.0,119,Gốm Xây Dựng Yên Hưng,http://viglacerahalong.vn,,,,,,,
HMC,Tài nguyên Cơ bản,Basic Resources,HOSE,1666,0.004,27.3,27.3,2005.0,174,Kim khí TP.HCM,https://metalhcm.com.vn,,,,,,,
HMC,Tài nguyên Cơ bản,Basic Resources,HOSE,1666,0.004,27.3,27.3,2005.0,174,Kim khí TP.HCM,https://metalhcm.com.vn,,,,,,,
HMG,Tài nguyên Cơ bản,Basic Resources,UPCOM,0,0.0,9.0,9.0,2013.0,132,Kim Khí Hà Nội,http://hns.com.vn,,,,,,,
HMG,Tài nguyên Cơ bản,Basic Resources,UPCOM,0,0.0,9.0,9.0,2013.0,132,Kim Khí Hà Nội,http://hns.com.vn,,,,,,,
HMS,Xây dựng và Vật liệu,Construction & Materials,UPCOM,462,0.001,10.1,10.1,2006.0,414,XD Bảo tàng Hồ Chí Minh,https://hcmcc.com.vn,,,,,,,
HMS,Xây dựng và Vật liệu,Construction & Materials,UPCOM,462,0.001,10.1,10.1,2006.0,414,XD Bảo tàng Hồ Chí Minh,https://hcmcc.com.vn,,,,,,,
HMH,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,HNX,0,0.021,12.8,13.2,2002.0,140,Tập đoàn Hải Minh,http://www.haiminh.com.vn,,,,,,,
HMH,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,HNX,0,0.021,12.8,13.2,2002.0,140,Tập đoàn Hải Minh,http://www.haiminh.com.vn,,,,,,,
HNA,"Điện, nước & xăng dầu khí đốt",Utilities,UPCOM,2957,0.0,235.2,235.2,2007.0,116,Thủy điện Hủa Na,http://huana.com.vn,,,,,,,
HNA,"Điện, nước & xăng dầu khí đốt",Utilities,UPCOM,2957,0.0,235.2,235.2,2007.0,116,Thủy điện Hủa Na,http://huana.com.vn,,,,,,,
HMR,Xây dựng và Vật liệu,Construction & Materials,HNX,143,0.0,5.6,5.6,2011.0,65,Đá Hoàng Mai,https://rcchoangmai.vn,,,,,,,
HMR,Xây dựng và Vật liệu,Construction & Materials,HNX,143,0.0,5.6,5.6,2011.0,65,Đá Hoàng Mai,https://rcchoangmai.vn,,,,,,,
HNB,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,UPCOM,437,0.002,9.5,9.5,2015.0,390,Bến xe Hà Nội,https://benxehanoi.vn,,,,,,,
HNB,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,UPCOM,437,0.002,9.5,9.5,2015.0,390,Bến xe Hà Nội,https://benxehanoi.vn,,,,,,,
HNG,Thực phẩm và đồ uống,Food & Beverage,HOSE,36997,0.02,1108.6,1108.6,,1700,Nông nghiệp Quốc tế HAGL,https://haagrico.com,,,,,,,
HNG,Thực phẩm và đồ uống,Food & Beverage,HOSE,36997,0.02,1108.6,1108.6,,1700,Nông nghiệp Quốc tế HAGL,https://haagrico.com,,,,,,,
HNF,Thực phẩm và đồ uống,Food & Beverage,UPCOM,0,0.0,30.0,30.0,2013.0,1487,Bánh kẹo Hữu Nghị,https://huunghi.com.vn,,,,,,,
HNF,Thực phẩm và đồ uống,Food & Beverage,UPCOM,0,0.0,30.0,30.0,2013.0,1487,Bánh kẹo Hữu Nghị,https://huunghi.com.vn,,,,,,,
HND,"Điện, nước & xăng dầu khí đốt",Utilities,UPCOM,1728,0.0,500.0,500.0,2015.0,850,Nhiệt điện Hải Phòng,http://www.ndhp.com.vn,,,,,,,
HND,"Điện, nước & xăng dầu khí đốt",Utilities,UPCOM,1728,0.0,500.0,500.0,2015.0,850,Nhiệt điện Hải Phòng,http://www.ndhp.com.vn,,,,,,,
HNM,Thực phẩm và đồ uống,Food & Beverage,UPCOM,0,0.002,44.4,44.4,2001.0,285,HANOIMILK,http://www.hanoimilk.com.vn,,,,,,,
HNM,Thực phẩm và đồ uống,Food & Beverage,UPCOM,0,0.002,44.4,44.4,2001.0,285,HANOIMILK,http://www.hanoimilk.com.vn,,,,,,,
HNI,Hàng cá nhân & Gia dụng,Personal & Household Goods,UPCOM,0,0.008,23.8,23.8,2002.0,2543,May Hữu Nghị,http://www.hugamex.vn,,,,,,,
HNI,Hàng cá nhân & Gia dụng,Personal & Household Goods,UPCOM,0,0.008,23.8,23.8,2002.0,2543,May Hữu Nghị,http://www.hugamex.vn,,,,,,,
HNR,Thực phẩm và đồ uống,Food & Beverage,UPCOM,114,0.456,20.0,20.0,2006.0,195,Cồn Rượu và Nước Giải Khát Hà Nội,http://halico.com.vn,,,,,,,
HNR,Thực phẩm và đồ uống,Food & Beverage,UPCOM,114,0.456,20.0,20.0,2006.0,195,Cồn Rượu và Nước Giải Khát Hà Nội,http://halico.com.vn,,,,,,,
HNP,Hóa chất,Chemicals,UPCOM,293,0.027,5.0,5.0,1994.0,339,Hanel Xốp Nhựa,https://hanelplastics.com.vn,,,,,,,
HNP,Hóa chất,Chemicals,UPCOM,293,0.027,5.0,5.0,1994.0,339,Hanel Xốp Nhựa,https://hanelplastics.com.vn,,,,,,,
HOM,Xây dựng và Vật liệu,Construction & Materials,HNX,4010,0.012,72.0,74.8,2009.0,763,Xi măng VICEM Hoàng Mai,https://ximanghoangmai.vn,,,,,,,
HOM,Xây dựng và Vật liệu,Construction & Materials,HNX,4010,0.012,72.0,74.8,2009.0,763,Xi măng VICEM Hoàng Mai,https://ximanghoangmai.vn,,,,,,,
HPB,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,UPCOM,230,0.001,3.7,3.9,1993.0,250,Bao bì PP,http://www.haipacpp.com,,,,,,,
HPB,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,UPCOM,230,0.001,3.7,3.9,1993.0,250,Bao bì PP,http://www.haipacpp.com,,,,,,,
HPD,"Điện, nước & xăng dầu khí đốt",Utilities,UPCOM,0,0.063,8.3,8.3,2007.0,24,Thủy điện Đăk Đoa,http://www.thuydiendakdoa.vn,,,,,,,
HPD,"Điện, nước & xăng dầu khí đốt",Utilities,UPCOM,0,0.063,8.3,8.3,2007.0,24,Thủy điện Đăk Đoa,http://www.thuydiendakdoa.vn,,,,,,,
HOT,Du lịch và Giải trí,Travel & Leisure,UPCOM,216,0.0,8.0,8.0,2006.0,115,Du lịch - DV Hội An,http://www.hoiantourist.com,,,,,,,
HOT,Du lịch và Giải trí,Travel & Leisure,UPCOM,216,0.0,8.0,8.0,2006.0,115,Du lịch - DV Hội An,http://www.hoiantourist.com,,,,,,,
HPG,Tài nguyên Cơ bản,Basic Resources,HOSE,0,0.251,5814.8,5814.8,2001.0,28535,Hòa Phát,http://www.hoaphat.com.vn,,,,,,,
HPG,Tài nguyên Cơ bản,Basic Resources,HOSE,0,0.251,5814.8,5814.8,2001.0,28535,Hòa Phát,http://www.hoaphat.com.vn,,,,,,,
HPI,Bất động sản,Real Estate,UPCOM,239,0.0,60.0,60.0,2007.0,200,Khu công nghiệp Hiệp Phước,https://www.hiepphuoc.com/,,,,,,,
HPI,Bất động sản,Real Estate,UPCOM,239,0.0,60.0,60.0,2007.0,200,Khu công nghiệp Hiệp Phước,https://www.hiepphuoc.com/,,,,,,,
HPP,Xây dựng và Vật liệu,Construction & Materials,UPCOM,581,0.221,8.0,8.0,2004.0,287,Sơn Hải Phòng,http://www.sonhaiphong.com.vn,,,,,,,
HPP,Xây dựng và Vật liệu,Construction & Materials,UPCOM,581,0.221,8.0,8.0,2004.0,287,Sơn Hải Phòng,http://www.sonhaiphong.com.vn,,,,,,,
HPH,Hóa chất,Chemicals,UPCOM,0,0.0,8.4,8.4,2008.0,54,Hóa Chất Hưng Phát Hà Bắc,http://www.hungphathabac.com.vn,,,,,,,
HPH,Hóa chất,Chemicals,UPCOM,0,0.0,8.4,8.4,2008.0,54,Hóa Chất Hưng Phát Hà Bắc,http://www.hungphathabac.com.vn,,,,,,,
HPM,Tài nguyên Cơ bản,Basic Resources,UPCOM,0,0.013,3.8,3.8,2008.0,10,Khoáng sản Hoàng Phúc,http://www.hoangphucasia.com,,,,,,,
HPM,Tài nguyên Cơ bản,Basic Resources,UPCOM,0,0.013,3.8,3.8,2008.0,10,Khoáng sản Hoàng Phúc,http://www.hoangphucasia.com,,,,,,,
TPH,Truyền thông,Media,HNX,0,0.002,2.1,2.1,2004.0,85,In Sách giáo khoa TP.Hà Nội,http://www.sachgiaoduchanoi.vn,"[{'Công ty TNHH MTV Nhà xuất bản Giáo dục Việt Nam': 0.49}, {'Nguyễn Thị Ngân': 0.0748}, {'Nguyễn Lệ Thủy': 0.0474}, {'Lê Đăng Khoa': 0.0456}, {'Ngô Quang Thân': 0.0143}, {'Lê Hồng Quế': 0.0113}, {'Ngô Đắc Nam': 0.0082}, {'Nguyễn Quang Tiến': 0.0044}, {'Nguyễn Văn Đạt': 0.0044}, {'Khác': 0.0396}]",,,,,,
TPH,Truyền thông,Media,HNX,0,0.002,2.1,2.1,2004.0,85,In Sách giáo khoa TP.Hà Nội,http://www.sachgiaoduchanoi.vn,"[{'Công ty TNHH MTV Nhà xuất bản Giáo dục Việt Nam': 0.49}, {'Nguyễn Thị Ngân': 0.0748}, {'Nguyễn Lệ Thủy': 0.0474}, {'Lê Đăng Khoa': 0.0456}, {'Ngô Quang Thân': 0.0143}, {'Lê Hồng Quế': 0.0113}, {'Ngô Đắc Nam': 0.0082}, {'Nguyễn Quang Tiến': 0.0044}, {'Nguyễn Văn Đạt': 0.0044}, {'Khác': 0.0396}]",,,,,,
